date,wins,losses,net_pnl,trades,max_capital
2025-08-26,1,1,0.49299768467665217,2,355.475
2025-08-28,1,0,19.104665323452252,1,1709.7749999999999
2025-08-29,3,6,-21.1830763826068,9,7116.135000000001
2025-09-02,4,1,27.994397499468505,5,7685.190000000001
2025-09-03,3,0,42.64007108713554,3,3794.040000000001
2025-09-04,1,0,26.50353522135532,1,1923.600000000001
2025-09-05,3,2,34.91357562590309,5,3798.610000000001
2025-09-08,1,0,12.02224605263973,1,1737.660000000001
2025-09-09,0,2,-29.779892160824346,2,3955.850000000001
2025-09-10,2,1,9.26266207797903,3,3772.9800000000014
2025-09-11,0,1,-7.9051164746599625,1,1228.8450000000012
2025-09-12,2,4,-61.521371293565466,6,5711.980000000001
2025-09-16,2,0,42.65038722109779,2,3903.6500000000015
2025-09-17,6,10,-29.481076769498884,16,14702.4
2025-09-19,1,1,29.587727293142365,2,3791.5200000000004
2025-09-22,1,0,7.830000000000041,1,1983.5100000000002
2025-09-23,2,5,-33.23856685741353,7,5727.700000000001
2025-09-24,5,6,6.039540877257252,11,12983.650000000003
2025-09-25,8,0,152.60758375337622,8,12477.855000000001
2025-09-26,2,2,21.2452326701344,4,3955.925000000001
2025-09-29,2,1,17.12108690036888,3,1992.8400000000008
2025-09-30,1,0,14.265000000000072,1,1972.350000000001
2025-10-01,1,1,3.100453328366882,2,1864.065000000001
2025-10-02,1,1,-16.227245004937913,2,3133.230000000001
2025-10-03,2,5,-53.18428294993146,7,5951.58
2025-10-06,2,1,25.698294569093235,3,1975.1100000000008
2025-10-07,8,20,-233.5843215189845,28,22151.130000000005
2025-10-08,1,1,2.311341352154841,2,1732.5900000000045
2025-10-09,1,2,-10.744639519794134,3,2207.6250000000045
2025-10-10,2,19,-465.20226838034426,21,17277.060000000005
2025-10-13,4,2,79.18402609093675,6,5807.745000000009
2025-10-14,3,0,89.8985219515786,3,4984.5200000000095
2025-10-16,1,0,15.408700011430597,1,1902.775000000009
2025-10-17,3,0,133.897100511759,3,3134.1000000000095
2025-10-20,2,0,40.647057359015946,2,1923.2000000000094
2025-10-21,0,1,-6.374999999999886,1,1719.4750000000092
2025-10-22,6,9,2.0889770992388037,15,11442.350000000008
2025-10-23,0,1,-8.864684802132956,1,1880.060000000008
2025-10-24,0,1,-8.892875005091696,1,1890.945000000008
2025-10-27,1,1,6.578730738521244,2,1999.200000000008
2025-10-28,0,2,-27.136532182571273,2,1929.200000000008
2025-10-29,3,4,-11.29034787020501,7,5804.040000000008
2025-10-30,2,3,-28.06985415908514,5,7183.610000000007
2025-10-31,6,2,93.53635381176014,8,7509.020000000006
2025-11-04,3,15,-245.48098009924814,18,16958.950000000004
2025-11-05,6,2,93.48342168384914,8,7598.0300000000025
2025-11-06,3,3,9.140797840348739,6,7541.680000000002
2025-11-07,1,6,-153.98707402545,7,9505.825000000003
2025-11-11,2,0,18.72000000000031,2,3795.180000000002
2025-11-12,1,5,-62.7759920820323,6,5739.680000000002
2025-11-13,4,9,23.904724073689266,13,9095.725000000002
2025-11-14,6,1,87.53529698504103,7,5751.340000000003
2025-11-17,1,3,-24.302197075512936,4,1995.4800000000025
2025-11-18,2,1,46.61988894084243,3,3815.4400000000023
2025-11-19,0,1,-11.270017582234857,1,1914.4300000000023
2025-11-26,1,1,3.558646838587265,2,1923.8400000000022
2025-12-01,1,0,20.159999999999968,1,1855.9100000000021
2025-12-02,1,2,-2.5673186034781565,3,3891.055000000002
2025-12-03,1,0,23.738935911018473,1,1854.4000000000024
2025-12-04,1,2,-7.877478930619816,3,1929.4100000000021
2025-12-08,5,3,57.556788986275706,8,6274.060000000002
2025-12-09,1,1,1.980000000000075,2,1968.7350000000017
2025-12-10,2,1,11.86184822794121,3,3833.970000000002
2025-12-12,9,14,-59.65880988319498,23,24390.43
2025-12-15,4,1,66.23568873630234,5,5361.809999999991
2025-12-16,5,2,74.90617977169063,7,6457.924999999991
2025-12-17,1,5,-57.38511589654641,6,5722.029999999992
