date,wins,losses,net_pnl,trades,max_capital
2025-08-26,1,1,0.49299768467665217,2,355.475
2025-08-28,1,0,19.104665323452252,1,1709.7749999999999
2025-08-29,2,2,14.731910309874422,4,5343.895
2025-09-02,2,0,24.56999999999988,2,3934.9300000000007
2025-09-05,3,0,67.99776923547256,3,3791.9500000000007
2025-09-09,0,2,-29.779892160824346,2,3955.8500000000004
2025-09-10,1,0,5.680000000000064,1,1837.2000000000005
2025-09-11,0,1,-7.9051164746599625,1,1228.8450000000005
2025-09-12,2,2,15.984775755522776,4,5654.820000000001
2025-09-16,1,0,23.85419218850734,1,1952.8200000000004
2025-09-17,4,7,-31.033201558919785,11,10923.114999999998
2025-09-23,3,1,2.9079338666706462,4,3767.9899999999993
2025-09-24,2,4,-26.575800690498284,6,7793.42
2025-09-25,5,0,113.0855347762992,5,7276.014999999999
2025-09-26,1,1,40.11512367579712,2,1987.999999999999
2025-09-30,1,0,14.265000000000072,1,1972.3499999999992
2025-10-01,1,1,3.100453328366882,2,1864.0649999999991
2025-10-03,2,3,-4.574150126858854,5,5632.509999999998
2025-10-06,2,1,25.698294569093235,3,1975.1099999999985
2025-10-07,6,13,-42.08326869944443,19,18724.574999999997
2025-10-08,1,0,11.503965871688592,1,1721.4599999999987
2025-10-09,1,2,-10.744639519794134,3,2207.6249999999986
2025-10-10,1,15,-346.8263944638721,16,13200.374999999996
2025-10-13,3,1,28.435758038228585,4,3819.729999999994
2025-10-14,1,0,7.422333019331518,1,1205.7199999999941
2025-10-17,1,0,94.43807411024396,1,1972.1699999999942
2025-10-20,1,0,21.264410404800685,1,1854.649999999994
2025-10-22,4,3,56.62424329264874,7,7511.224999999994
2025-10-27,1,0,32.34450303418498,1,1985.0399999999931
2025-10-28,1,1,0.8085750473055668,2,1913.9599999999932
2025-10-29,1,1,2.708047644357748,2,1959.1199999999933
2025-10-30,2,1,1.3937834959724569,3,3680.179999999993
2025-11-04,1,2,-3.1902719693980544,3,3687.789999999993
2025-11-05,5,1,79.7111889819073,6,5407.399999999993
2025-11-06,4,2,30.48404160399309,6,7348.639999999994
2025-11-07,3,0,71.51523820727277,3,5783.809999999994
2025-11-12,0,2,-32.08050321536689,2,1863.999999999994
2025-11-13,3,5,51.20506314667108,8,5229.749999999994
2025-11-14,3,0,46.819993601751605,3,3835.8399999999947
2025-11-18,1,1,7.4898889408425475,2,1878.3599999999942
2025-11-19,0,1,-11.270017582234857,1,1914.4299999999944
2025-11-26,1,0,26.298552785026686,1,1923.3599999999942
2025-12-02,0,2,-15.684839496318546,2,1958.5999999999945
2025-12-03,1,0,23.738935911018473,1,1854.3999999999944
2025-12-04,1,1,2.287115241214849,2,1924.6499999999942
2025-12-08,4,2,65.04391401567364,6,4383.759999999995
2025-12-09,1,1,1.980000000000075,2,1968.7349999999944
2025-12-10,0,1,-9.729175890963347,1,1949.4899999999946
2025-12-12,4,5,13.514286519361292,9,11860.279999999993
2025-12-15,1,0,21.858172598128363,1,1726.2499999999932
2025-12-16,2,0,19.840423771345797,2,1751.5599999999931
2025-12-17,1,1,-7.895048458957433,2,1906.379999999993
