date,wins,losses,net_pnl,trades,max_capital
2025-11-26,1,0,24.139979922336124,1,1904.84
2025-12-02,0,2,-15.194224488082966,2,3896.83
2025-12-03,1,0,23.738935911018473,1,1854.3999999999999
2025-12-04,1,1,2.287115241214849,2,1924.6499999999996
2025-12-08,4,4,-0.14543013771356073,8,4436.280000000001
2025-12-09,2,2,38.56530242346042,4,3913.6450000000004
2025-12-10,0,1,-9.729175890963347,1,1949.4900000000005
2025-12-11,1,0,73.40556560148411,1,1967.5200000000002
2025-12-12,3,7,-119.1919757977054,10,15229.135
2025-12-15,2,0,29.170818823713716,2,2386.289999999998
2025-12-16,2,0,19.840423771345797,2,1751.5599999999981
