date,wins,losses,net_pnl,trades,max_capital
2025-11-26,1,1,1.4000739758969303,2,1923.84
2025-12-01,1,0,22.62711235120952,1,1847.1599999999999
2025-12-02,1,2,-2.076703595242577,3,3896.83
2025-12-03,1,0,23.738935911018473,1,1854.3999999999996
2025-12-04,2,2,4.59206072255148,4,3729.9299999999994
2025-12-08,5,6,15.122711366888325,11,6327.200000000001
2025-12-09,3,2,57.883497762952516,5,5895.6449999999995
2025-12-10,2,1,12.493240545250728,3,3837.9299999999994
2025-12-11,4,0,156.6271004206855,4,7745.539999999999
2025-12-12,8,23,-325.7766309339406,31,24406.28
2025-12-15,5,1,78.82418303748943,6,4336.809999999996
2025-12-16,5,2,69.70617977169053,7,6463.124999999995
