date,wins,losses,net_pnl,trades,max_capital
2025-04-03,0,1,-15.280730997494047,1,629.82
2025-04-16,1,0,23.14142966987248,1,1869.4499999999998
2025-04-21,1,1,6.681766995292264,2,1911.78
2025-04-30,1,0,66.06405249981151,1,1817.445
2025-05-06,5,1,81.76836896795896,6,7584.39
2025-05-07,1,1,-1.5185710965406543,2,1710.6600000000005
2025-05-09,2,1,4.119999999999891,3,5547.64
2025-05-12,1,2,-12.837203011745146,3,3025.3400000000006
2025-05-15,3,4,15.145413859555632,7,7702.275000000001
2025-05-16,2,1,35.70544113352025,3,3838.080000000001
2025-05-19,3,0,84.75589647867591,3,1955.880000000001
2025-05-21,3,2,-0.14236097637041212,5,3869.050000000001
2025-05-22,4,4,6.082830936780482,8,9505.015000000003
2025-05-23,5,1,104.42578387294647,6,7794.585000000003
2025-05-28,1,1,-0.6664299093843624,2,1805.790000000003
2025-05-29,5,1,48.910240579127986,6,5091.340000000003
2025-06-02,1,1,5.940972626474149,2,3294.9850000000024
2025-06-03,0,1,-11.203986535601302,1,1971.4800000000025
2025-06-06,0,3,-49.4252920560136,3,1979.3600000000024
2025-06-09,1,3,-26.541567788948385,4,1975.0500000000025
2025-06-10,2,4,-2.221170159908695,6,3909.850000000002
2025-06-12,1,2,-29.626678609035736,3,1910.2600000000023
2025-06-13,4,2,72.02788207903927,6,7481.480000000001
2025-06-17,1,0,14.014392589102869,1,1818.8100000000018
2025-06-23,1,1,69.5913144684552,2,1946.2450000000017
2025-06-25,0,1,-45.33732771661994,1,1970.160000000002
2025-06-26,2,1,63.92637230595494,3,1903.6200000000017
2025-06-27,1,0,36.66911588258603,1,1910.370000000002
2025-07-01,7,8,53.957533843677965,15,15756.625000000004
2025-07-07,3,1,21.832417308035986,4,5601.180000000004
2025-07-08,2,0,9.918637761298896,2,2654.890000000004
2025-07-14,1,0,15.186629092694147,1,1807.320000000004
2025-07-15,1,0,5.220000000000027,1,1043.260000000004
2025-07-16,2,1,29.684238301697746,3,3824.760000000004
2025-07-18,0,3,-46.21397876917513,3,1735.0000000000039
2025-07-22,8,1,165.78043332460095,9,15411.415000000005
2025-07-23,1,3,-18.136810561626532,4,1981.2650000000042
2025-07-28,0,1,-16.045103635948692,1,1925.250000000004
2025-07-31,0,1,-14.233527144974914,1,1758.2400000000043
2025-08-01,9,3,212.34313339381043,12,15273.900000000003
2025-08-06,0,2,-33.631136645574315,2,1980.0000000000011
2025-08-07,2,0,36.2131076610259,2,3840.000000000001
2025-08-15,1,0,13.577565475995243,1,1354.8600000000008
2025-08-18,3,0,25.37836486470337,3,2655.260000000001
2025-08-19,3,4,-4.126192439481656,7,4347.190000000001
2025-08-20,2,1,27.963577137781783,3,3537.4400000000014
2025-08-21,0,4,-63.29331223058247,4,3844.6200000000017
2025-08-26,1,1,2.464988422956651,2,1777.3750000000016
2025-08-28,1,0,19.104665323577308,1,1709.7750000000015
2025-08-29,2,2,14.731910309863622,4,5343.895000000002
2025-09-02,2,0,24.56999999999988,2,3934.9300000000026
2025-09-05,3,0,67.99776923547279,3,3791.9500000000025
2025-09-09,0,2,-29.779892160824346,2,3955.850000000002
2025-09-10,1,0,5.680000000000064,1,1837.2000000000023
2025-09-11,0,1,-7.9051164746599625,1,1228.8450000000023
2025-09-12,2,2,15.984775755522776,4,5654.820000000002
2025-09-16,1,0,23.85419218850734,1,1952.8200000000022
2025-09-17,4,7,-31.033201558919785,11,10923.115000000002
2025-09-23,3,1,2.9079338666706462,4,3767.9900000000025
2025-09-24,2,4,-26.575800690498284,6,7793.420000000002
2025-09-25,5,0,113.0855347762992,5,7276.015000000002
2025-09-26,1,1,40.11512367579712,2,1988.0000000000027
2025-09-30,1,0,14.265000000000072,1,1972.3500000000029
2025-10-01,0,1,-7.868483603176742,1,1864.0650000000028
2025-10-03,2,3,-4.574150126858854,5,5632.510000000002
2025-10-06,1,1,8.274745874437826,2,1975.1100000000022
2025-10-07,6,13,-42.08326869944443,19,18724.575
2025-10-08,1,0,11.503965871688592,1,1721.4600000000023
2025-10-09,1,2,-10.744639519794134,3,2207.6250000000023
2025-10-10,1,15,-346.8263944638721,16,13200.375
2025-10-13,3,1,28.435758038228585,4,7740.130000000002
2025-10-14,1,0,7.422333019331518,1,1205.7200000000025
2025-10-17,1,0,94.43807411024396,1,1972.1700000000026
2025-10-20,1,0,21.264410404800685,1,1854.6500000000024
2025-10-22,4,3,56.62424329264874,7,7511.225000000002
2025-10-27,1,0,32.34450303418498,1,1985.0400000000022
2025-10-28,1,1,0.8085750473055668,2,1913.9600000000023
2025-10-29,1,1,2.708047644357748,2,1959.1200000000024
2025-10-30,2,1,1.3937834959724569,3,3680.180000000002
2025-11-04,1,2,-3.1902719693980544,3,3687.7900000000022
2025-11-05,5,1,79.7111889819073,6,5407.400000000002
2025-11-06,4,2,30.48404160399309,6,7348.640000000003
2025-11-07,3,0,71.51523820727277,3,5783.810000000003
2025-11-12,0,2,-32.08050321536689,2,1864.0000000000032
2025-11-13,3,5,51.20506314667108,8,5229.750000000003
2025-11-14,3,0,46.819993601751605,3,3835.840000000004
2025-11-18,1,1,7.4898889408425475,2,1878.3600000000033
2025-11-19,0,1,-11.270017582234857,1,1914.4300000000035
2025-11-26,1,0,26.298552785026686,1,1923.3600000000033
2025-12-02,0,2,-15.684839496318546,2,1958.6000000000035
2025-12-03,1,0,23.738935911018473,1,1854.4000000000035
2025-12-04,1,1,2.287115241214849,2,1924.6500000000033
2025-12-08,4,2,65.04391401567364,6,4383.760000000004
2025-12-09,1,1,1.980000000000075,2,1968.7350000000035
2025-12-10,0,1,-9.729175890963347,1,1949.4900000000036
2025-12-12,4,5,13.514286519361292,9,11860.280000000004
2025-12-15,1,0,21.858172598128363,1,1726.250000000004
2025-12-16,2,0,19.840423771345797,2,1751.560000000004
2025-12-17,1,1,-7.895048458957433,2,1906.380000000004
