symbol,bot_type,price,atr_pct,dollar_vol_m,sma,in_uptrend,has_options
NVDA,15M_OPT,183.75,3.59,750.77,183.21,True,True
TSLA,15M_OPT,451.44,3.51,459.87,424.14,True,True
GOOGL,15M_OPT,320.22,2.98,454.16,305.78,True,True
AMZN,15M_OPT,231.69,2.23,344.72,229.83,True,True
