model,period,feature,mean_winners,mean_losers,median_winners,median_losers,corr_with_return,q1_expectancy,q2_expectancy,q3_expectancy,q4_expectancy,q5_expectancy,q1_n,q2_n,q3_n,q4_n,q5_n,q5_minus_q1,dev_quintile_edges
FINAL,dev,reg_vix_pct,41.61597729115977,41.586840162421566,34.92063492063492,39.68253968253968,0.0025652943841490616,0.0026167858552393563,0.007120544394581081,0.0036028936436992335,-0.0032978956336426994,0.007205547071184683,450.0,563.0,511.0,505.0,513.0,0.004588761215945326,8.333 / 28.17 / 52.78 / 72.22
FINAL,dev,reg_vix_roc5,-0.020353198209848548,-0.023428396081636722,-0.0339900509354704,-0.0306532160804019,-0.03186759116947573,0.012171152843295473,0.0032591026933487884,-0.0025761427174050616,0.0037828117771644514,0.0011287811276534483,508.0,509.0,503.0,512.0,510.0,-0.011042371715642024,-0.1282 / -0.06014 / -0.01273 / 0.08098
FINAL,dev,reg_pct_above_50,61.19397584907116,63.831777025854414,65.42669584245077,66.6294925855317,-0.07230044400541558,0.012172444237618731,-0.00013881312054239657,-0.003169732705621328,0.005672699361701683,0.0032314153534253377,509.0,496.0,509.0,501.0,527.0,-0.008941028884193394,49.15 / 62.61 / 70.24 / 79.11
FINAL,dev,reg_pct_above_200,70.65864807625964,71.28901952335507,76.77419354838709,76.1802575107296,-0.038061740124891476,0.008420352952664205,-0.0021526082576737832,-0.001521990885293079,0.007935501547138592,0.005003200387694132,509.0,496.0,514.0,513.0,510.0,-0.003417152564970073,52.57 / 71.77 / 83.44 / 90.55
FINAL,dev,reg_market_state=BEARISH,0.17153284671532848,0.15872093023255815,,,,,,,,,,,,,,,
FINAL,dev,reg_market_state=BULLISH,0.7846715328467153,0.7924418604651163,,,,,,,,,,,,,,,
FINAL,dev,reg_market_state=MIXED,0.043795620437956206,0.04883720930232558,,,,,,,,,,,,,,,
FINAL,dev,reg_vol_regime=HIGH,0.18004866180048662,0.20406976744186048,,,,,,,,,,,,,,,
FINAL,dev,reg_vol_regime=LOW,0.3844282238442822,0.3656976744186046,,,,,,,,,,,,,,,
FINAL,dev,reg_vol_regime=NORMAL,0.2822384428223844,0.32906976744186045,,,,,,,,,,,,,,,
FINAL,dev,reg_vol_regime=SHOCK,0.15328467153284672,0.10116279069767442,,,,,,,,,,,,,,,
FINAL,dev,reg_breadth_state=NEUTRAL,0.2639902676399027,0.23546511627906977,,,,,,,,,,,,,,,
FINAL,dev,reg_breadth_state=STRONG,0.5778588807785888,0.6633720930232558,,,,,,,,,,,,,,,
FINAL,dev,reg_breadth_state=WEAK,0.15815085158150852,0.10116279069767442,,,,,,,,,,,,,,,
FINAL,oos,sig_atr_pct,0.02403926821419937,0.02324351991359405,0.02220885045571249,0.021733460588225856,0.12415994310496362,0.003298926548547832,3.8960429113697205e-05,0.007262545352374997,0.002565691913119387,0.02852689069647015,629.0,863.0,664.0,619.0,356.0,0.02522796414792232,0.01736 / 0.02145 / 0.02533 / 0.03198
FINAL,oos,sig_ext,0.02064639952169694,0.018230197502492648,0.015615552334363382,0.01364016675244569,0.0830839783566891,0.0026467478340865673,0.0036850528797079314,0.0020549694810125595,0.008033665803858737,0.014297634488217735,614.0,600.0,687.0,664.0,566.0,0.011650886654131169,0.00532 / 0.01051 / 0.01801 / 0.02984
FINAL,oos,sig_ext_atr,0.8143232516503719,0.752017118176739,0.6894176761905197,0.6113509959341745,0.026417416610838514,0.005453490931136457,0.0004899760416397176,0.0021114913993013455,0.008748552274183039,0.01166671921342169,568.0,606.0,575.0,705.0,677.0,0.006213228282285234,0.2362 / 0.4624 / 0.7279 / 1.141
FINAL,oos,sig_pb_depth,0.06051707849488047,0.05718446797193953,0.05412470677264239,0.051852000723016975,0.09817305538128877,0.0035729084419361566,0.001455478374308927,0.004525131912297639,0.004698673740208058,0.020291302740816745,599.0,762.0,727.0,579.0,464.0,0.016718394298880588,0.03634 / 0.04877 / 0.06263 / 0.08244
FINAL,oos,sig_pb_depth_atr,2.543907221432141,2.4985178207410725,2.462282101220768,2.4306383206548436,-0.00018685344764823175,0.00469318081719127,0.009726247718971542,-7.345697363165458e-05,0.008903563988890159,0.006038549079149014,549.0,649.0,604.0,630.0,699.0,0.0013453682619577441,1.836 / 2.235 / 2.58 / 3.03
FINAL,oos,sig_pb_vol_ratio,1.0160802481881057,1.008389828777983,0.9306178585453175,0.9321236486640369,-0.006357687144670335,0.005470866106181827,0.0076980606422117496,0.0028595256671105395,0.003448365871904742,0.010124394128439795,573.0,647.0,651.0,608.0,652.0,0.0046535280222579686,0.741 / 0.8655 / 0.9956 / 1.192
FINAL,oos,sig_range_atr,1.0305664231845786,1.0361978118608328,0.9130261414769123,0.9242637897078791,-0.022249194876604293,0.008463911031561864,0.00513662705283301,0.006574008611472556,0.004190638299283176,0.005757104463407456,584.0,663.0,648.0,670.0,566.0,-0.002706806568154407,0.6524 / 0.835 / 1.023 / 1.336
FINAL,oos,sig_clv,0.6748384471209113,0.6671484256043757,0.7409358614435723,0.736656964924593,0.022817489688021563,0.005990398867288626,0.004318071667987059,0.001080872596329125,0.007538832675136133,0.010607376967898614,630.0,692.0,566.0,614.0,629.0,0.004616978100609987,0.4248 / 0.6714 / 0.8095 / 0.9164
FINAL,oos,sig_body_frac,0.4861018189515998,0.4902685795433127,0.49999999999999395,0.49626788416842554,0.013269903222693964,0.004567479027427204,0.0048286013155923796,0.006636946062928705,0.00485555605571538,0.009117939477665041,636.0,716.0,584.0,577.0,618.0,0.0045504604502378376,0.2281 / 0.4357 / 0.5976 / 0.7486
FINAL,oos,sig_vol_ratio,1.0992599360805524,1.0722935335830555,0.9533514426031556,0.927891806110483,0.002876796274926896,0.005460708439483722,0.0010029522542883689,0.007269814375245956,0.008110067602248906,0.008025310031869761,625.0,627.0,653.0,551.0,675.0,0.002564601592386039,0.7254 / 0.8635 / 1.023 / 1.241
FINAL,oos,sig_ret_20d,0.02832026505550134,0.022646554388308586,0.020309059268530327,0.01742717974638719,0.07066066508218526,0.001662180817475516,0.006569087658976195,0.005150747987139596,-7.770491645054536e-06,0.017723444829075213,639.0,710.0,612.0,617.0,553.0,0.016061264011599696,-0.007016 / 0.01249 / 0.03076 / 0.05663
FINAL,oos,reg_vix,17.09177555,16.996099519758253,16.335,16.389999,0.039840027470255904,0.006271166024901795,-0.0009417643195723149,0.0032346707877109657,0.05837238008406691,-0.0004974251697629072,1745.0,884.0,311.0,130.0,61.0,-0.006768591194664702,16.86 / 19.97 / 23.11 / 26.86
