period,model,risk_per_trade,cost_bps,gate,exit,pf_start_equity,pf_end_equity,pf_total_return,pf_cagr,pf_max_dd,pf_ann_vol,pf_downside_vol,pf_sharpe,pf_sortino,pf_calmar,pf_avg_exposure,pf_avg_capital_deployed,pf_peak_capital_deployed,pf_avg_positions,pf_max_positions,pf_portfolio_trades,pf_candidate_signals,pf_min_sharpe,pf_max_sharpe,tr_trades,tr_win_rate,tr_avg_win,tr_avg_loss,tr_median_ret,tr_expectancy,tr_t_stat,tr_profit_factor,tr_sum_ret,tr_avg_R,tr_avg_hold,tr_avg_mfe,tr_avg_mae,tr_avg_giveback_pp,tr_giveback_pct_of_peak
oos,SPY_only,0.01,5.0,spy200,B_close<EMA20|stop=atr1.5,50000.0,70789.62136071257,0.4157924272142514,0.09488908875788493,-0.18127251658382854,0.16385269987179119,0.11045121782614511,0.6237986894324837,0.9344657081514166,0.5407211803954505,0.9225910321609524,55801.959403144,80820.902101,4.853755364806867,7.6,436.7,23731.0,0.3592552557257375,1.104629567470117,436.7,0.3052438745133959,0.07140567067433298,-0.024773514870285448,-0.013874937961685374,0.004584592372896686,4.158483883808153,1.2663671808563073,20.020914892439826,0.11335727433573847,10.358827570414473,0.054370526513701396,-0.023171422588496495,0.04763923078558651,0.7149087432983894
oos,SPY_only,0.01,15.0,spy200,B_close<EMA20|stop=atr1.5,50000.0,60348.84762621225,0.20697695252424494,0.04816805198564746,-0.20658418217119406,0.1634259362480159,0.11211860462569898,0.3529897991569645,0.5257540898899415,0.24911575586338947,0.9224734717092415,51399.55844467286,70726.599537,4.831974248927038,7.6,436.4,23731.0,0.01172584836839477,0.8554183939192811,436.4,0.2855178735105408,0.07311529064927585,-0.025894671553699154,-0.015669987882116265,0.0023744423108532863,2.1770269231655335,1.1283393533480421,10.362066244563742,0.04484102067906795,10.319431714023832,0.05398450350689562,-0.02310822830998505,0.04735497214214717,0.7190846432537724
oos,SPY_only,0.015,5.0,spy200,B_close<EMA20|stop=atr1.5,50000.0,72279.2715418571,0.44558543083714214,0.099780854996703,-0.20204745481940659,0.17473258985101192,0.1175105828502411,0.6173325518832874,0.9324678452692368,0.5283384023177524,0.9240895330337064,56280.61287276974,83357.929127,4.1,6.1,375.0,23731.0,0.30731079465595523,1.1942743276943812,375.0,0.30533333333333335,0.07045895351373994,-0.024668304029914413,-0.013770751993280372,0.004377218606748054,3.65039886037548,1.255436223300258,16.414569775305203,0.10741236423778933,10.189866666666667,0.053607972610546104,-0.023126702893739103,0.04719002633837617,0.7148937032689722
oos,SPY_VIX,0.01,5.0,spy200+vix_noshock,B_close<EMA20|stop=atr1.5,50000.0,58952.51785472963,0.17905035709459266,0.042684823114430635,-0.2177035281255113,0.15986962208631164,0.11120238482680198,0.33480984083599796,0.4890177655266318,0.2058048856784363,0.8878720984626594,49167.48686940108,66405.96113370001,4.625429184549357,7.6,426.4,21895.0,-0.03868516191694926,0.7425533532532934,426.4,0.30159474671669795,0.06598829511984503,-0.025098328650963935,-0.014849121872319904,0.0023729185744723537,2.354718413527918,1.1353725271937671,10.118124801550117,0.05574103211169255,10.10999061913696,0.05195028184691475,-0.023449412418799543,0.04822656307861165,0.7452622124838003
oos,SPY_VIX_BREADTH,0.01,5.0,spy200+vix_noshock+br50_40,B_close<EMA20|stop=atr1.5,50000.0,67673.1553553599,0.3534631071071978,0.08184329321710489,-0.17090169208535594,0.1526740757602389,0.1041394680305701,0.5894967349649748,0.8786976415857154,0.5241225510727043,0.8077933204434868,45956.80920235333,74287.28319329998,4.091309012875536,7.2,338.8,20210.0,0.12170985479044828,1.1007725938250887,338.8,0.31965761511216056,0.06975365617035809,-0.025318924243101913,-0.013953867931242814,0.005071750074423816,4.124431340765389,1.2944320392103494,17.183089252147887,0.1290263311812081,11.254722550177096,0.05658829719796505,-0.023180730592290467,0.04848291609725026,0.7354414512465777
oos,ONOFF,0.01,5.0,onoff_v1,B_close<EMA20|stop=atr1.5,50000.0,54489.65864791981,0.08979317295839616,0.02085619194408226,-0.19455295284440027,0.1403663194283367,0.09888421313569402,0.20470220146735865,0.3029027135067029,0.13736557730082674,0.7754927444311328,39802.97176365021,61886.2602711,4.609656652360515,8.2,414.4,21895.0,-0.26812564374026715,0.6554128895881115,414.4,0.30284749034749037,0.06577550499442844,-0.025544627517274158,-0.015725850480069525,0.0021114454320952333,2.046423268323777,1.1185639044262947,8.749829870602646,0.051454099605835614,10.367277992277993,0.05231868742638335,-0.02352722551017848,0.04845466756931679,0.7431514757193742
oos,A_full_hypothesis,0.01,5.0,spy200+vix_noshock+br50_40,B_close<EMA20|stop=atr1.5,50000.0,72104.61748952958,0.4420923497905915,0.10249927901200573,-0.12443830904148741,0.13118880124891966,0.08817524428837695,0.8078457061720672,1.206326679942764,0.8494754925354121,0.7229692092941968,41313.183717437656,76266.2101667,3.2399141630901283,5.6,242.1,1201.0,0.53614138548888,1.0943931583202193,242.1,0.33374638579099547,0.07227991297693978,-0.024708302469946854,-0.014506915731288594,0.007661163899769956,5.543241966662461,1.4653848769497906,18.547677801343063,0.2341905669613583,12.47253201156547,0.058183280537186514,-0.02204553999805032,0.045904539560988805,0.6777334070448836
oos,C_breakout,0.01,5.0,spy200,D_swinglow|stop=atr1.5,50000.0,54384.287918849106,0.08768575837698218,0.022769713478835496,-0.11289857692124236,0.09529796540284241,0.0648148127265101,0.28425037243777407,0.41904905999547976,0.20399016355776486,0.33734256016884145,18127.24756702425,57307.82872840001,1.362017167381974,5.0,80.2,105.0,0.1520810919631722,0.42164563642050207,80.2,0.27680798004987534,0.10106556843641433,-0.03203040645209211,-0.02518885242883484,0.004811621509564282,1.7117844072648627,1.2077185980077132,3.858920450670554,0.17108091000358483,15.82793017456359,0.06857793675192494,-0.028467509981338665,0.057473225267493266,0.7991663020247045
oos,B_failed_breakdown,0.01,5.0,none,B_close<EMA20|stop=atr1.5,50000.0,65766.05198545619,0.31532103970912384,0.07628661349418375,-0.16500362566075583,0.1303581648153207,0.08781647247899536,0.6310949072240633,0.9377092464368845,0.4711957826020351,0.6303556651752258,34057.55049770762,69380.6486755,2.8493562231759655,7.3,679.7,1070.0,0.48919817482951683,0.773460692587284,679.7,0.4476975136089451,0.030887005069417446,-0.018559128241853382,-0.0016896879133836418,0.0035777826991790027,4.473820066551643,1.3490433663673742,24.31818900631968,0.066708849788185,3.907017801971458,0.030326413898796305,-0.016020902416210077,0.019375558429017337,0.483251125259696
oos,REF_random_uptrend_day,0.01,5.0,none,B_close<EMA20|stop=atr1.5,50000.0,73797.06373307588,0.47594127466151753,0.1075847828173024,-0.20730119573274744,0.17585950720981486,0.12032902525104645,0.6638819711853067,0.975448464839139,0.5920978737267893,0.9716599009487326,61217.35983324689,86837.0395584,5.265879828326181,8.3,536.9,35754.0,0.017088825307325032,0.9645683914504122,536.9,0.3518346060718942,0.06033334084076097,-0.024109122631962725,-0.009629677989896224,0.00560065823970333,5.574964056488942,1.358403156749207,30.069934088967177,0.12050888080238858,9.140994598621717,0.05177695119624175,-0.021945320575045217,0.0443708959906362,0.6775871458304752
