period,model,experiment,step,trades,win_rate,avg_win,avg_loss,median_ret,expectancy,t_stat,profit_factor,sum_ret,avg_R,avg_hold,avg_mfe,avg_mae,avg_giveback_pp,giveback_pct_of_peak,fwd10_mean,fwd10_n,fwd10_excess_vs_all_days,pf_start_equity,pf_end_equity,pf_total_return,pf_cagr,pf_max_dd,pf_ann_vol,pf_downside_vol,pf_sharpe,pf_sortino,pf_calmar,pf_avg_exposure,pf_avg_capital_deployed,pf_peak_capital_deployed,pf_avg_positions,pf_max_positions,pf_portfolio_trades,pf_candidate_signals
dev,ablF_add_any_bullish_candle,ablation_of_FINAL,add_any_bullish_candle,2066,0.32381413359148115,0.06395714666799249,-0.025478278618765563,-0.012298678873213287,0.003482176132851641,2.412634462008423,1.2021224542724391,7.194175890471491,0.06692856665345359,10.449661181026137,0.054228477878471355,-0.0238446801740005,0.048505609963263835,0.7260925876512364,0.0031742525388893704,7544,-0.0011596093930836895,50000.0,60389.14827122523,0.2077829654245046,0.06313772411657821,-0.22255798003758995,0.19620661788495514,0.14379566808937888,0.40376914763887906,0.5527218854271847,0.28577155490105655,0.8921761120282937,49586.201306327246,65469.3587762,5.071428571428571,9.8,343.0,7584.0
dev,ablF_add_strong_close_candle,ablation_of_FINAL,add_strong_close_candle,1948,0.3259753593429158,0.0650701319514467,-0.026249118674204163,-0.012745043280482649,0.0035187068634181667,2.334551380862158,1.1988806763379467,6.854440969938588,0.06815505283003133,10.68429158110883,0.05522099500785839,-0.024234842656426447,0.049126398552360735,0.7319210424997359,0.0030530179030003896,6249,-0.0012808440289726703,50000.0,62986.97010783894,0.25973940215677893,0.07633937737518899,-0.20662091282496692,0.19458392758865994,0.14187764862147348,0.4581045296748519,0.6321657443872883,0.3713096566213901,0.8833135241783484,53370.8389139201,71825.02873260001,4.96111111111111,9.0,328.0,6283.0
dev,ablF_add_engulfing_candle,ablation_of_FINAL,add_engulfing_candle,626,0.3242811501597444,0.07392302744681281,-0.026055037537518963,-0.013632025000819392,0.006365964366345809,2.1523269158927714,1.361581719703134,3.9850936933324763,0.09826004980588667,11.685303514376997,0.05823026224616066,-0.02355589485991239,0.04969319334542714,0.6995613895678957,0.0037692967139598705,799,-0.0005645652180131895,50000.0,96380.96877996485,0.9276193755992967,0.24446141443494476,-0.14792952270769757,0.15921288066225261,0.10831461511530963,1.4493802477358582,2.1314379154754888,1.6548165185423636,0.7413110640961212,54868.18960894497,98487.5279896,3.7814814814814817,8.0,208.0,803.0
dev,ablF_add_plain_up_close,ablation_of_FINAL,add_plain_up_close,2358,0.3210347752332485,0.06283633625432727,-0.0242897875324928,-0.01148857802605796,0.0036807280343531695,2.7665290228886517,1.223183704484836,8.679156705004774,0.07152574742056586,9.974130619168788,0.05255765003895022,-0.023061980637195972,0.047137433424891656,0.711925961090935,0.003083393270844345,11845,-0.001250468661128715,50000.0,80106.09991651417,0.6021219983302836,0.16759256530668704,-0.23837549242475164,0.19664470317105903,0.14006968399313105,0.881008827596801,1.2441943033297207,0.7111447148500616,0.9185142901111302,60484.067410336764,87368.53900979999,5.08968253968254,9.6,335.8,11920.0
dev,ablF_add_trigger_volume>=1.0,ablation_of_FINAL,add_trigger_volume>=1.0,1814,0.33461962513781696,0.06331078488532445,-0.026652034945261447,-0.013170671884154439,0.003451290102790173,2.215708519709744,1.1946171483084809,6.260640246461374,0.07635933021380674,10.62348401323043,0.055373930715802544,-0.024543178583697242,0.04876140800645981,0.7329611068938674,0.0033759659913165196,7079,-0.0009578959406565403,50000.0,69552.35157097751,0.3910470314195502,0.11563710860425247,-0.2030405362178474,0.1957454455266749,0.1431158030241203,0.6580623634825992,0.9020252801738963,0.5799113394864143,0.9063829859051371,56643.85031374127,77627.2870976,5.125396825396825,9.2,356.2,7101.0
dev,ablF_add_trigger_volume>=1.5,ablation_of_FINAL,add_trigger_volume>=1.5,888,0.34684684684684686,0.06216880032515549,-0.028660750060568098,-0.014282509555635647,0.0028431930912369355,1.3258805491856798,1.1518811145774506,2.5247554650183988,0.0662423254157452,11.186936936936936,0.05677181126345955,-0.025897097466599985,0.052178089864878215,0.729771034902422,0.0071292141368389786,1531,0.0027953522048659186,50000.0,61934.05806467758,0.23868116129355169,0.07303603684051821,-0.270908417696717,0.17815251930908574,0.12888283613390236,0.48101021627433627,0.6678828365963058,0.27286022989518577,0.7798191879739516,43870.8276167418,70873.09344140001,4.1079365079365076,7.4,284.6,1538.0
dev,ablF_add_pullback_volume_contraction,ablation_of_FINAL,add_pullback_volume_contraction,2100,0.31952380952380954,0.06102843032879962,-0.02316197282213238,-0.010837975383658827,0.0037388655179987507,2.6952393604130362,1.2372200333910262,7.851617587797376,0.07048427585171699,9.833809523809524,0.05177727595745358,-0.022157905251498324,0.04590478205048192,0.7300799269203478,0.0029036155793964306,12357,-0.0014302463525766294,50000.0,86000.53438597891,0.7200106877195782,0.19709728288396505,-0.20367080375724828,0.18821416386598044,0.13069133593100174,1.0448960517784962,1.5088162984579552,0.977524152401329,0.8930585167312266,67929.6663238926,94140.82773060001,4.9994708994709,10.0,342.6,12426.0
dev,ablF_add_extension<=5%,ablation_of_FINAL,add_extension<=5%,2500,0.3244,0.05884669101922846,-0.022896504088305743,-0.010816830708881509,0.0036209884045783525,2.90944100775475,1.2340821594586981,9.052471011445881,0.06768985808016598,9.3324,0.04969168679816041,-0.022087567039640238,0.044583377346566554,0.7076927615427013,0.0024538475790871535,17295,-0.0018800143528859064,50000.0,79584.69867233807,0.5916939734467612,0.1669060456263214,-0.22740288558802568,0.1991646655623134,0.14422427006630684,0.8710810566681841,1.2046603815702048,0.7467557907791716,0.9301315158965044,62892.43192238519,85316.28338339999,5.152645502645503,9.8,390.0,17408.0
dev,ablF_add_SPY>SMA200,ablation_of_FINAL,add_SPY>SMA200,2214,0.3224932249322493,0.058646144460127905,-0.02314558047281343,-0.011492374639220093,0.0032316966735822855,2.5357289013058297,1.206086181152822,7.15497643531118,0.07252087543240442,9.644083107497742,0.050222741734539396,-0.02187932390187578,0.04558558184880623,0.7217235827489807,0.0027565497376860755,16839,-0.0015773121942869845,50000.0,69870.42123165561,0.39740842463311193,0.11581416022375675,-0.1421467846928977,0.16043117589694972,0.1142476866826839,0.7560226333545368,1.065907292741559,0.8393110565350149,0.6726984860910801,42617.29016719365,78904.2383972,3.539417989417989,7.4,242.2,16839.0
dev,ablF_add_SPY_SMA50>SMA200,ablation_of_FINAL,add_SPY_SMA50>SMA200,2060,0.3213592233009709,0.05873295145935667,-0.02297827289185793,-0.011365824115241063,0.003280382700619772,2.4878778615595123,1.2103619456864874,6.75758836327673,0.07976212914328967,9.580582524271845,0.049972589731615856,-0.02171735700772291,0.04539406466013008,0.7220970029014342,0.0022773571406668404,15771,-0.0020565047913062196,50000.0,62321.08678483821,0.246421735696764,0.07278501643650666,-0.17488060434161007,0.1363335425154601,0.09822778314163846,0.5778097603231952,0.8175127437426848,0.41925250365157263,0.5813640005700732,31993.52888981508,67256.1391212,3.031481481481481,7.0,220.2,15771.0
