period,model,family,gating,slice,slice_value,trades,win_rate,avg_win,avg_loss,median_ret,expectancy,t_stat,profit_factor,sum_ret,avg_R,avg_hold,avg_mfe,avg_mae,avg_giveback_pp,giveback_pct_of_peak,fwd10_mean,fwd10_n,fwd10_excess_vs_all_days,pf_start_equity,pf_end_equity,pf_total_return,pf_cagr,pf_max_dd,pf_ann_vol,pf_downside_vol,pf_sharpe,pf_sortino,pf_calmar,pf_avg_exposure,pf_avg_capital_deployed,pf_peak_capital_deployed,pf_avg_positions,pf_max_positions,pf_portfolio_trades,pf_candidate_signals
dev,FAM_A_full_candle_volume,FAM_A_full_candle_volume,ungated,reg_vol_regime,SHOCK,53,0.4528301886792453,0.07134341392009695,-0.02777449812747161,-0.007898557879039148,0.0171090846865217,1.7781297941792298,2.1257926981148487,0.9067814883856502,0.5039930785061592,12.358490566037736,0.07732360846253213,-0.023665065989989725,0.058886498157535515,0.5912106056072798,,,,,,,,,,,,,,,,,,,,
dev,FAM_A_full_candle_volume,FAM_A_full_candle_volume,ungated,reg_breadth_state,NEUTRAL,148,0.32432432432432434,0.048327365733627385,-0.022374916361810583,-0.01173675401075891,0.0005555535069801058,0.15054045119612683,1.036747363745856,0.08222191903305565,0.08105786702542317,11.027027027027026,0.04485374750244044,-0.02057365293532683,0.03911760212969647,0.7990041568752522,,,,,,,,,,,,,,,,,,,,
dev,FAM_A_full_candle_volume,FAM_A_full_candle_volume,ungated,reg_breadth_state,STRONG,546,0.3076923076923077,0.05727289977861611,-0.02427869131880924,-0.016358231935244605,0.0008141059419370234,0.3483988460764839,1.0484346865973424,0.44450184429761475,-0.015511559963952775,10.591575091575091,0.049509288068970196,-0.02219162055860304,0.04674180893302412,0.7900969405946631,,,,,,,,,,,,,,,,,,,,
dev,FAM_A_full_candle_volume,FAM_A_full_candle_volume,ungated,reg_breadth_state,WEAK,61,0.45901639344262296,0.07894479952813727,-0.0321225340448985,-0.007898557879039148,0.018859192841085115,1.884783636070007,2.0852485103657683,1.150410763306192,0.605105422616731,13.688524590163935,0.0818857937199649,-0.025128529611098384,0.05739556042154935,0.6053609136489952,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,ALL,ALL,871,0.40987370838117104,0.022241290694375564,-0.02046288763754448,-0.0037461131282734428,-0.0029595677012695582,-2.2995210983410987,0.7549151897666334,-2.5777834678057854,-0.053493484411571195,3.050516647531573,0.024081215743129356,-0.019808130614403147,0.016970709358917434,0.5511108644544217,-0.003310986851005731,936.0,-0.00764484878297879,50000.0,53054.50775607111,0.06109015512142228,0.019831425520600177,-0.16613976239917846,0.14531886098772145,0.1041233908069169,0.20602463889488062,0.2885611387092274,0.12342023779474083,0.5330966228154126,26855.351980199204,56871.95620639999,2.3656084656084655,9.4,545.4,942.0
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,spy200,ALL,ALL,652,0.401840490797546,0.021853757518191186,-0.018224789310691273,-0.00407756662903308,-0.0021196063825207143,-1.4993367154101294,0.8055644419196085,-1.3819833614035058,-0.052090377857574595,3.041411042944785,0.022111609505108022,-0.018045383290248906,0.01688422985341749,0.5728825762912029,-0.0008922727335926724,700.0,-0.005226134665565732,50000.0,51364.71988544002,0.027294397708800423,0.0083862333174602,-0.15626420090978127,0.1148666048027042,0.08093440357202282,0.11599936204758668,0.18187213578558703,0.07508997139494056,0.3999370913117667,20204.055969514287,57453.1868404,1.7415343915343917,6.2,393.0,700.0
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_market_state,BEARISH,221,0.4343891402714932,0.02341891573785393,-0.027706647221718526,-0.002653214216597033,-0.005498257881813748,-1.895912802866377,0.6491484567852465,-1.2151149918808384,-0.058735401286389294,3.072398190045249,0.030212460948388573,-0.025114291540418568,0.017840710763081566,0.5014340552742242,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_market_state,BULLISH,628,0.3980891719745223,0.021314758427392298,-0.018183081760911383,-0.004109586830585432,-0.00245941926556756,-1.7189547665956821,0.7752845550243213,-1.5445152987764277,-0.06049005706117029,2.9410828025477707,0.02160482331980256,-0.017969953468607514,0.016674992883735622,0.5837705774287879,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_market_state,MIXED,22,0.5,0.03302138729182038,-0.016489857941685802,-0.0007789683615354037,0.008265764675067289,0.9376707109134446,2.002527093234893,0.18184682285148035,0.1988842998285668,5.954545454545454,0.03317981808344475,-0.018976934383050884,0.01681349613335388,0.38274173505460146,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_vol_regime,HIGH,170,0.43529411764705883,0.02975263947667169,-0.022363660889569953,-0.004898883062824211,0.00032225809338229025,0.09040769889595221,1.0255175293757006,0.05478387587498934,0.020482623458514232,3.8117647058823527,0.02883938110582767,-0.01960939219235982,0.021803627041301614,0.5110491688355462,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_vol_regime,LOW,195,0.37948717948717947,0.016862843183483245,-0.011509921101969528,-0.003943936243558044,-0.000742820809028476,-0.39732384394035486,0.8959933865079556,-0.14485005776055282,-0.04540128007557262,2.882051282051282,0.019288573065662395,-0.012562858018450243,0.013712120380114356,0.6100842695148812,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_vol_regime,NORMAL,245,0.4204081632653061,0.016945114180072433,-0.01750762202623301,-0.002424401684604449,-0.0030234104782760267,-1.7287388482782533,0.7020470485161111,-0.7407355671776266,-0.08703074653217095,2.6489795918367345,0.01900566441896039,-0.01663213743541733,0.015991789052433796,0.6869051638890947,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_vol_regime,SHOCK,261,0.4061302681992337,0.025898568872576893,-0.028982129156359653,-0.0041864995841782715,-0.006693416546906497,-2.3121718442019574,0.6111103591619277,-1.7469817187425958,-0.07624171798968347,3.057471264367816,0.029327144037645598,-0.028332008073444173,0.017618292458863895,0.4540688646300573,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_breadth_state,NEUTRAL,263,0.3840304182509506,0.015224017338997095,-0.018075404774049474,-0.004680214511947445,-0.005287413772461248,-3.6932061774610143,0.5251067459679672,-1.3905898221573083,-0.12284984639685739,2.897338403041825,0.01840150151174824,-0.017469222011440192,0.01673585869429919,0.6857444387445909,,,,,,,,,,,,,,,,,,,,
dev,FAM_B_failed_breakdown_swing,FAM_B_failed_breakdown_swing,ungated,reg_breadth_state,STRONG,334,0.4041916167664671,0.02462422514434185,-0.01578614898783285,-0.0036791069847998403,0.0005473854667886603,0.2478917668167134,1.0581983210140113,0.18282674590741255,-0.013038093518602826,3.2395209580838324,0.0240524666458128,-0.015925997233095273,0.017397560754007828,0.5603027355247051,,,,,,,,,,,,,,,,,,,,
