entry_price,exit_price,premium,exit_premium,cost,pnl,pnl_pct,reason,symbol,entry_time,atr
195.53,195.8574534373039,0.82,0.98,81.86,16.37,20.0,TP,AMD,2025-11-25 15:15:00+00:00,2.73
196.68,196.99807819178218,0.8,0.95,79.52,15.9,20.0,TP,AMD,2025-11-25 15:30:00+00:00,2.65
287.5,287.8111233682368,0.78,0.93,77.78,15.56,20.0,TP,MSTR,2025-10-22 14:45:00+00:00,2.59
278.99,278.3939723500143,0.75,0.45,74.5,-29.8,-40.0,SL,MSTR,2025-10-22 18:00:00+00:00,2.48
278.49,278.7939842660648,0.76,0.91,76.0,15.2,20.0,TP,MSTR,2025-10-22 18:15:00+00:00,2.53
286.03,285.7044334388288,0.41,0.24,40.7,-16.28,-40.0,SL,MSTR,2025-10-28 19:30:00+00:00,1.36
285.68,285.3559167646268,0.41,0.24,40.51,-16.2,-40.0,SL,MSTR,2025-10-28 19:45:00+00:00,1.35
283.935,283.602694138582,0.42,0.25,41.54,-16.62,-40.0,SL,MSTR,2025-10-29 13:30:00+00:00,1.38
283.135,283.32245629280123,0.47,0.56,46.86,9.37,20.0,TP,MSTR,2025-10-29 13:45:00+00:00,1.56
267.6,267.918989395867,0.8,0.96,79.75,15.95,20.0,TP,MSTR,2025-10-30 13:45:00+00:00,2.66
257.23,256.7691226959953,0.58,0.35,57.61,-23.04,-40.0,SL,MSTR,2025-10-30 19:45:00+00:00,1.92
268.15,267.66992821770987,0.6,0.36,60.01,-24.0,-40.0,SL,MSTR,2025-10-31 13:30:00+00:00,2.0
224.73,223.90189330532255,1.04,0.62,103.51,-41.41,-40.0,SL,MSTR,2025-11-07 14:45:00+00:00,3.45
211.54,211.03392525815138,0.63,0.38,63.26,-25.3,-40.0,SL,MSTR,2025-11-13 18:45:00+00:00,2.11
211.24,210.73313059685486,0.63,0.38,63.36,-25.34,-40.0,SL,MSTR,2025-11-13 19:00:00+00:00,2.11
210.41,209.91002126850807,0.62,0.37,62.5,-25.0,-40.0,SL,MSTR,2025-11-13 19:15:00+00:00,2.08
198.18,198.53657807471876,0.89,1.07,89.14,17.83,20.0,TP,MSTR,2025-11-14 14:45:00+00:00,2.97
195.71,194.89980311604626,1.01,0.61,101.27,-40.51,-40.0,SL,MSTR,2025-11-14 15:15:00+00:00,3.38
187.525,187.89951601912148,0.94,1.12,93.63,18.73,20.0,TP,MSTR,2025-11-19 16:45:00+00:00,3.12
182.635,182.97853907613703,0.86,1.03,85.88,17.18,20.0,TP,MSTR,2025-11-19 18:45:00+00:00,2.86
159.75,159.0375174021816,0.89,0.53,89.06,-35.62,-40.0,SL,MSTR,2025-12-01 15:30:00+00:00,2.97
156.285,156.64995263470138,0.91,1.09,91.24,18.25,20.0,TP,MSTR,2025-12-01 15:45:00+00:00,3.04
659.105,657.505,2.0,1.2,200.0,-80.0,-40.0,SL,META,2025-10-30 15:15:00+00:00,9.27
662.99,663.79,2.0,2.4,200.0,40.0,20.0,TP,META,2025-10-30 15:30:00+00:00,9.08
664.15,662.55,2.0,1.2,200.0,-80.0,-40.0,SL,META,2025-10-30 15:45:00+00:00,8.7
633.07,632.1884402675319,1.1,0.66,110.19,-44.08,-40.0,SL,META,2025-11-04 14:45:00+00:00,3.67
608.315,607.5750636061452,0.92,0.55,92.49,-37.0,-40.0,SL,META,2025-11-07 14:45:00+00:00,3.08
608.0,607.2549733485633,0.93,0.56,93.13,-37.25,-40.0,SL,META,2025-11-07 15:00:00+00:00,3.1
608.16,607.3933609665231,0.96,0.57,95.83,-38.33,-40.0,SL,META,2025-11-07 15:15:00+00:00,3.19
606.74,605.9652066117715,0.97,0.58,96.85,-38.74,-40.0,SL,META,2025-11-07 15:30:00+00:00,3.23
605.1,604.3306632823592,0.96,0.58,96.17,-38.47,-40.0,SL,META,2025-11-07 15:45:00+00:00,3.21
603.185,602.4265587621907,0.95,0.57,94.81,-37.92,-40.0,SL,META,2025-11-07 16:00:00+00:00,3.16
602.545,602.9249048604114,0.95,1.14,94.98,19.0,20.0,TP,META,2025-11-07 16:15:00+00:00,3.17
604.32,603.557205259236,0.95,0.57,95.35,-38.14,-40.0,SL,META,2025-11-07 16:30:00+00:00,3.18
603.65,602.9127191692904,0.92,0.55,92.16,-36.86,-40.0,SL,META,2025-11-07 16:45:00+00:00,3.07
614.525,613.9806842768767,0.68,0.41,68.04,-27.22,-40.0,SL,META,2025-11-12 15:30:00+00:00,2.27
611.44,610.8134496856713,0.78,0.47,78.32,-31.33,-40.0,SL,META,2025-11-12 15:45:00+00:00,2.61
609.145,609.464098360224,0.8,0.96,79.77,15.95,20.0,TP,META,2025-11-12 16:00:00+00:00,2.66
609.2,608.5621316167268,0.8,0.48,79.73,-31.89,-40.0,SL,META,2025-11-12 16:15:00+00:00,2.66
610.73,610.0831793583891,0.81,0.49,80.85,-32.34,-40.0,SL,META,2025-11-12 16:30:00+00:00,2.7
609.065,608.4115808327899,0.82,0.49,81.68,-32.67,-40.0,SL,META,2025-11-12 16:45:00+00:00,2.72
596.22,596.5051349259782,0.71,0.86,71.28,14.26,20.0,TP,META,2025-11-17 20:15:00+00:00,2.38
586.3,585.5088680054321,0.99,0.59,98.89,-39.56,-40.0,SL,META,2025-11-18 15:15:00+00:00,3.3
243.65,243.36893180513525,0.35,0.21,35.13,-14.05,-40.0,SL,AMZN,2025-11-06 16:30:00+00:00,1.17
243.12,242.83740810476846,0.35,0.21,35.32,-14.13,-40.0,SL,AMZN,2025-11-06 16:45:00+00:00,1.18
240.2,239.92714135592811,0.34,0.2,34.11,-13.64,-40.0,SL,AMZN,2025-11-07 14:45:00+00:00,1.14
239.37,239.50653958058862,0.34,0.41,34.13,6.83,20.0,TP,AMZN,2025-11-07 16:15:00+00:00,1.14
244.67,244.46127757175844,0.26,0.16,26.09,-10.44,-40.0,SL,AMZN,2025-11-12 16:00:00+00:00,0.87
244.37,244.47804969882645,0.27,0.32,27.01,5.4,20.0,TP,AMZN,2025-11-12 16:15:00+00:00,0.9
241.02,240.79614294091812,0.28,0.17,27.98,-11.19,-40.0,SL,AMZN,2025-11-13 14:45:00+00:00,0.93
239.295,239.03498923627672,0.33,0.2,32.5,-13.0,-40.0,SL,AMZN,2025-11-13 16:45:00+00:00,1.08
234.39,234.53806465263924,0.37,0.44,37.02,7.4,20.0,TP,AMZN,2025-11-14 14:45:00+00:00,1.23
231.88,231.63404234469527,0.31,0.18,30.74,-12.3,-40.0,SL,AMZN,2025-11-17 14:45:00+00:00,1.02
231.07,230.7970393200742,0.34,0.2,34.12,-13.65,-40.0,SL,AMZN,2025-11-17 15:00:00+00:00,1.14
229.94,229.65996508292605,0.35,0.21,35.0,-14.0,-40.0,SL,AMZN,2025-11-17 15:15:00+00:00,1.17
229.65,229.35742379270718,0.37,0.22,36.57,-14.63,-40.0,SL,AMZN,2025-11-17 16:00:00+00:00,1.22
155.84,155.96993382614218,0.32,0.39,32.48,6.5,20.0,TP,DELL,2025-11-04 14:45:00+00:00,1.08
151.56,151.31605401523188,0.3,0.18,30.49,-12.2,-40.0,SL,DELL,2025-11-05 14:45:00+00:00,1.02
149.695,149.85460490680313,0.4,0.48,39.9,7.98,20.0,TP,DELL,2025-11-05 15:30:00+00:00,1.33
133.5,133.28041229425222,0.27,0.16,27.45,-10.98,-40.0,SL,DELL,2025-11-13 18:30:00+00:00,0.91
133.64,133.4256399875199,0.27,0.16,26.8,-10.72,-40.0,SL,DELL,2025-11-13 18:45:00+00:00,0.89
133.79,133.5804942741256,0.26,0.16,26.19,-10.48,-40.0,SL,DELL,2025-11-13 19:00:00+00:00,0.87
133.145,133.2468990870131,0.25,0.31,25.47,5.09,20.0,TP,DELL,2025-11-13 19:15:00+00:00,0.85
132.59,132.38770821406803,0.25,0.15,25.29,-10.11,-40.0,SL,DELL,2025-11-13 20:15:00+00:00,0.84
127.25,126.89917795376113,0.44,0.26,43.85,-17.54,-40.0,SL,DELL,2025-11-17 14:45:00+00:00,1.46
125.505,125.13809381420675,0.46,0.28,45.86,-18.35,-40.0,SL,DELL,2025-11-17 15:00:00+00:00,1.53
125.25,124.88918305751174,0.45,0.27,45.1,-18.04,-40.0,SL,DELL,2025-11-17 15:45:00+00:00,1.5
124.835,124.48238426768948,0.44,0.26,44.08,-17.63,-40.0,SL,DELL,2025-11-17 16:00:00+00:00,1.47
124.03,124.1992858757156,0.42,0.51,42.32,8.46,20.0,TP,DELL,2025-11-17 16:15:00+00:00,1.41
124.65,124.81533688459307,0.41,0.5,41.33,8.27,20.0,TP,DELL,2025-11-17 16:30:00+00:00,1.38
124.87,124.89,0.39,0.4,39.32,1.0,2.5,EOD,DELL,2025-11-17 16:45:00+00:00,1.31
122.92,122.895,0.34,0.32,33.54,-1.25,-3.7,EOD,DELL,2025-11-17 18:00:00+00:00,1.12
122.75,122.88022401727974,0.33,0.39,32.56,6.51,20.0,TP,DELL,2025-11-17 18:15:00+00:00,1.09
122.56,122.6859794446169,0.31,0.38,31.49,6.3,20.0,TP,DELL,2025-11-17 18:30:00+00:00,1.05
122.7,122.45780960285433,0.3,0.18,30.27,-12.11,-40.0,SL,DELL,2025-11-17 18:45:00+00:00,1.01
121.915,122.03875982724621,0.31,0.37,30.94,6.19,20.0,TP,DELL,2025-11-17 19:00:00+00:00,1.03
121.87,121.63056032082848,0.3,0.18,29.93,-11.97,-40.0,SL,DELL,2025-11-17 19:15:00+00:00,1.0
121.38,121.13932029791215,0.3,0.18,30.08,-12.03,-40.0,SL,DELL,2025-11-17 19:30:00+00:00,1.0
121.21,120.97656884806128,0.29,0.18,29.18,-11.67,-40.0,SL,DELL,2025-11-17 19:45:00+00:00,0.97
120.58,120.34935678748548,0.29,0.17,28.83,-11.53,-40.0,SL,DELL,2025-11-17 20:00:00+00:00,0.96
120.16,120.2739414915246,0.28,0.34,28.49,5.7,20.0,TP,DELL,2025-11-17 20:15:00+00:00,0.95
120.51,120.62120281355857,0.28,0.33,27.8,5.56,20.0,TP,DELL,2025-11-17 20:30:00+00:00,0.93
351.11,350.6587844407774,0.56,0.34,56.4,-22.56,-40.0,SL,AVGO,2025-11-05 14:30:00+00:00,1.88
342.76,341.9758176149958,0.98,0.59,98.02,-39.21,-40.0,SL,AVGO,2025-11-07 15:45:00+00:00,3.27
342.24,341.48063064249607,0.95,0.57,94.92,-37.97,-40.0,SL,AVGO,2025-11-07 16:00:00+00:00,3.16
339.825,339.0563570251749,0.96,0.58,96.08,-38.43,-40.0,SL,AVGO,2025-11-07 16:15:00+00:00,3.2
340.005,339.2441172376624,0.95,0.57,95.11,-38.04,-40.0,SL,AVGO,2025-11-07 16:30:00+00:00,3.17
339.445,338.70743743497223,0.92,0.55,92.2,-36.88,-40.0,SL,AVGO,2025-11-07 16:45:00+00:00,3.07
341.98,342.2796857180415,0.75,0.9,74.92,14.98,20.0,TP,AVGO,2025-11-13 14:45:00+00:00,2.5
370.88,371.1648672309322,0.71,0.85,71.22,14.24,20.0,TP,AVGO,2025-12-03 14:45:00+00:00,2.37
592.4,591.156974401369,1.55,0.93,155.38,-62.15,-40.0,SL,APP,2025-11-05 14:45:00+00:00,5.18
596.15,594.55,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-11 16:00:00+00:00,7.6
593.76,592.16,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-11 16:15:00+00:00,7.41
593.335,591.735,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-11 16:30:00+00:00,7.25
588.51,586.91,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-11 16:45:00+00:00,7.08
555.21,553.7953459747534,1.77,1.06,176.83,-70.73,-40.0,SL,APP,2025-11-13 14:45:00+00:00,5.89
557.54,556.1156498336995,1.78,1.07,178.04,-71.22,-40.0,SL,APP,2025-11-13 15:00:00+00:00,5.93
558.05,556.5667605598638,1.85,1.11,185.4,-74.16,-40.0,SL,APP,2025-11-13 15:15:00+00:00,6.18
559.45,560.1874183114918,1.84,2.21,184.35,36.87,20.0,TP,APP,2025-11-13 15:30:00+00:00,6.15
545.22,543.9630707664496,1.57,0.94,157.12,-62.85,-40.0,SL,APP,2025-11-13 18:30:00+00:00,5.24
547.99,546.7615657117032,1.54,0.92,153.55,-61.42,-40.0,SL,APP,2025-11-13 18:45:00+00:00,5.12
497.4,495.79999999999995,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-21 15:30:00+00:00,6.71
499.04,497.44,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-21 15:45:00+00:00,6.83
496.15,494.54999999999995,2.0,1.2,200.0,-80.0,-40.0,SL,APP,2025-11-21 16:00:00+00:00,6.86
532.4,531.7101316815977,0.86,0.52,86.23,-34.49,-40.0,SL,CRWD,2025-11-13 14:45:00+00:00,2.87
520.95,520.3423846438791,0.76,0.46,75.95,-30.38,-40.0,SL,CRWD,2025-11-18 14:45:00+00:00,2.53
518.17,517.4924714550305,0.85,0.51,84.69,-33.88,-40.0,SL,CRWD,2025-11-18 15:00:00+00:00,2.82
514.5,514.8717382530216,0.93,1.12,92.93,18.59,20.0,TP,CRWD,2025-11-18 15:15:00+00:00,3.1
484.89,483.8276446562025,1.33,0.8,132.79,-53.12,-40.0,SL,CRWD,2025-11-21 15:15:00+00:00,4.43
481.34,480.234555752188,1.38,0.83,138.18,-55.27,-40.0,SL,CRWD,2025-11-21 15:30:00+00:00,4.61
482.89,481.8059160556032,1.36,0.81,135.51,-54.2,-40.0,SL,CRWD,2025-11-21 15:45:00+00:00,4.52
480.925,479.8595506230601,1.33,0.8,133.18,-53.27,-40.0,SL,CRWD,2025-11-21 16:00:00+00:00,4.44
480.35,480.8843157821507,1.34,1.6,133.58,26.72,20.0,TP,CRWD,2025-11-21 16:15:00+00:00,4.45
167.38,167.53775703011488,0.39,0.47,39.44,7.89,20.0,TP,ARM,2025-10-30 13:45:00+00:00,1.31
164.42,164.5683539872704,0.37,0.45,37.09,7.42,20.0,TP,ARM,2025-11-04 14:45:00+00:00,1.24
149.65,149.38561912170155,0.33,0.2,33.05,-13.22,-40.0,SL,ARM,2025-11-11 14:45:00+00:00,1.1
149.28,149.00853204158,0.34,0.2,33.93,-13.57,-40.0,SL,ARM,2025-11-11 15:00:00+00:00,1.13
148.67,148.40009403860998,0.34,0.2,33.74,-13.5,-40.0,SL,ARM,2025-11-11 15:15:00+00:00,1.12
147.76,147.49334446442356,0.33,0.2,33.33,-13.33,-40.0,SL,ARM,2025-11-11 15:30:00+00:00,1.11
147.76,147.49541985982188,0.33,0.2,33.07,-13.23,-40.0,SL,ARM,2025-11-11 15:45:00+00:00,1.1
147.4,147.53462649365412,0.34,0.4,33.66,6.73,20.0,TP,ARM,2025-11-11 16:00:00+00:00,1.12
147.61,147.73895317267883,0.32,0.39,32.24,6.45,20.0,TP,ARM,2025-11-11 16:15:00+00:00,1.07
143.98,143.76859230441445,0.26,0.16,26.43,-10.57,-40.0,SL,ARM,2025-11-13 14:45:00+00:00,0.88
142.94,142.7061499969563,0.29,0.18,29.23,-11.69,-40.0,SL,ARM,2025-11-13 15:00:00+00:00,0.97
141.37,141.10529925047848,0.33,0.2,33.09,-13.24,-40.0,SL,ARM,2025-11-13 15:45:00+00:00,1.1
140.18,139.90883501830146,0.34,0.2,33.9,-13.56,-40.0,SL,ARM,2025-11-13 16:00:00+00:00,1.13
140.31,140.0388325169942,0.34,0.2,33.9,-13.56,-40.0,SL,ARM,2025-11-13 16:15:00+00:00,1.13
126.93,126.54778063872311,0.48,0.29,47.78,-19.11,-40.0,SL,ARM,2025-11-21 15:30:00+00:00,1.59
128.24,127.98506716760963,0.32,0.19,31.87,-12.75,-40.0,SL,ARM,2025-11-25 14:45:00+00:00,1.06
127.88,127.59278954758176,0.36,0.22,35.9,-14.36,-40.0,SL,ARM,2025-11-25 15:15:00+00:00,1.2
127.61,127.32016172275449,0.36,0.22,36.23,-14.49,-40.0,SL,ARM,2025-11-25 15:30:00+00:00,1.21
522.96,522.29273014262,0.83,0.5,83.41,-33.36,-40.0,SL,MSFT,2025-10-30 15:45:00+00:00,2.78
522.835,523.156803862355,0.8,0.97,80.45,16.09,20.0,TP,MSFT,2025-10-30 16:00:00+00:00,2.68
502.06,501.7266078378747,0.42,0.25,41.67,-16.67,-40.0,SL,MSFT,2025-11-06 14:45:00+00:00,1.39
500.25,500.44796855969173,0.49,0.59,49.49,9.9,20.0,TP,MSFT,2025-11-06 15:15:00+00:00,1.65
497.46,497.01584605522544,0.56,0.33,55.52,-22.21,-40.0,SL,MSFT,2025-11-06 15:45:00+00:00,1.85
496.29,496.5172571886454,0.57,0.68,56.81,11.36,20.0,TP,MSFT,2025-11-06 16:00:00+00:00,1.89
497.43,496.98275093537296,0.56,0.34,55.91,-22.36,-40.0,SL,MSFT,2025-11-06 16:15:00+00:00,1.86
500.59,500.2481838583344,0.43,0.26,42.73,-17.09,-40.0,SL,MSFT,2025-11-12 16:45:00+00:00,1.42
497.21,496.70524729403354,0.63,0.38,63.09,-25.24,-40.0,SL,MSFT,2025-11-18 14:45:00+00:00,2.1
493.93,493.37867248731686,0.69,0.41,68.92,-27.57,-40.0,SL,MSFT,2025-11-18 15:00:00+00:00,2.3
493.54,492.95586760386,0.73,0.44,73.02,-29.21,-40.0,SL,MSFT,2025-11-18 15:30:00+00:00,2.43
490.77,490.14787706072707,0.78,0.47,77.77,-31.11,-40.0,SL,MSFT,2025-11-18 15:45:00+00:00,2.59
489.33,488.71922869924657,0.76,0.46,76.35,-30.54,-40.0,SL,MSFT,2025-11-18 16:00:00+00:00,2.54
488.85,488.2383695064433,0.76,0.46,76.45,-30.58,-40.0,SL,MSFT,2025-11-18 16:15:00+00:00,2.55
470.895,471.1988218046,0.76,0.91,75.96,15.19,20.0,TP,MSFT,2025-11-21 15:15:00+00:00,2.53
467.86,467.4336648916983,0.53,0.32,53.29,-21.32,-40.0,SL,MSFT,2025-11-25 14:45:00+00:00,1.78
476.28,475.8112897585943,0.59,0.35,58.59,-23.44,-40.0,SL,MSFT,2025-12-03 14:45:00+00:00,1.95
477.07,476.59688334726616,0.59,0.35,59.14,-23.66,-40.0,SL,MSFT,2025-12-03 15:00:00+00:00,1.97
476.82,477.0662327316264,0.62,0.74,61.56,12.31,20.0,TP,MSFT,2025-12-03 15:15:00+00:00,2.05
246.18,245.84696092276937,0.42,0.25,41.63,-16.65,-40.0,SL,GOOGL,2025-10-21 15:15:00+00:00,1.39
246.24,245.8813779997144,0.45,0.27,44.83,-17.93,-40.0,SL,GOOGL,2025-10-21 15:30:00+00:00,1.49
246.02,246.20103164298976,0.45,0.54,45.26,9.05,20.0,TP,GOOGL,2025-10-21 15:45:00+00:00,1.51
276.75,276.362340883706,0.48,0.29,48.46,-19.38,-40.0,SL,GOOGL,2025-11-07 15:45:00+00:00,1.62
276.14,276.3304417325651,0.48,0.57,47.61,9.52,20.0,TP,GOOGL,2025-11-07 16:00:00+00:00,1.59
276.22,276.4077244659533,0.47,0.56,46.93,9.39,20.0,TP,GOOGL,2025-11-07 16:15:00+00:00,1.56
277.47,277.64034001428695,0.43,0.51,42.59,8.52,20.0,TP,GOOGL,2025-11-13 14:45:00+00:00,1.42
1117.29,1118.09,2.0,2.4,200.0,40.0,20.0,TP,NFLX,2025-10-22 18:00:00+00:00,6.86
1118.08,1118.8651095675532,1.96,2.36,196.28,39.26,20.0,TP,NFLX,2025-10-22 18:15:00+00:00,6.54
1116.615,1117.3241326029809,1.77,2.13,177.28,35.46,20.0,TP,NFLX,2025-10-22 19:30:00+00:00,5.91
1104.14,1102.7882567880683,1.69,1.01,168.97,-67.59,-40.0,SL,NFLX,2025-10-23 15:30:00+00:00,5.63
1101.02,1101.680509348397,1.65,1.98,165.13,33.03,20.0,TP,NFLX,2025-10-23 15:45:00+00:00,5.5
1101.07,1101.7010301092257,1.58,1.89,157.76,31.55,20.0,TP,NFLX,2025-10-23 16:00:00+00:00,5.26
1091.65,1090.9095670020004,0.93,0.56,92.55,-37.02,-40.0,SL,NFLX,2025-10-27 14:00:00+00:00,3.09
1087.92,1088.3010581776427,0.95,1.14,95.26,19.05,20.0,TP,NFLX,2025-10-27 14:15:00+00:00,3.18
1080.3,1078.863563784714,1.8,1.08,179.55,-71.82,-40.0,SL,NFLX,2025-11-03 16:30:00+00:00,5.99
1119.75,1118.15,2.0,1.2,200.0,-80.0,-40.0,SL,NFLX,2025-11-14 15:00:00+00:00,6.82
1108.475,1109.2749999999999,2.0,2.4,200.0,40.0,20.0,TP,NFLX,2025-11-14 15:15:00+00:00,7.24
108.19,108.29956349775482,0.27,0.33,27.39,5.48,20.0,TP,NFLX,2025-11-20 15:15:00+00:00,0.91
107.42,107.20059730431346,0.27,0.16,27.43,-10.97,-40.0,SL,NFLX,2025-11-20 16:45:00+00:00,0.91
103.6,103.46177844007036,0.17,0.1,17.28,-6.91,-40.0,SL,NFLX,2025-11-24 14:45:00+00:00,0.58
103.78,103.60510655802872,0.22,0.13,21.86,-8.74,-40.0,SL,NFLX,2025-12-03 14:45:00+00:00,0.73
103.1,102.91737037531239,0.23,0.14,22.83,-9.13,-40.0,SL,NFLX,2025-12-03 15:00:00+00:00,0.76
102.895,102.70058568075405,0.24,0.15,24.3,-9.72,-40.0,SL,NFLX,2025-12-03 15:30:00+00:00,0.81
103.09,103.18482453705965,0.24,0.28,23.71,4.74,20.0,TP,NFLX,2025-12-03 16:15:00+00:00,0.79
345.41,344.91107063546383,0.62,0.37,62.37,-24.95,-40.0,SL,ADBE,2025-10-29 13:45:00+00:00,2.08
342.16,341.66738845323516,0.62,0.37,61.58,-24.63,-40.0,SL,ADBE,2025-10-29 14:45:00+00:00,2.05
341.01,340.51631784943265,0.62,0.37,61.71,-24.68,-40.0,SL,ADBE,2025-10-29 15:00:00+00:00,2.06
340.375,339.89909514590175,0.59,0.36,59.49,-23.8,-40.0,SL,ADBE,2025-10-29 15:15:00+00:00,1.98
339.41,339.64389868225993,0.58,0.7,58.47,11.69,20.0,TP,ADBE,2025-10-29 15:30:00+00:00,1.95
339.885,340.1099487763842,0.56,0.67,56.24,11.25,20.0,TP,ADBE,2025-10-29 15:45:00+00:00,1.87
339.94,340.1590381494996,0.55,0.66,54.76,10.95,20.0,TP,ADBE,2025-10-29 16:00:00+00:00,1.83
339.68,339.8880211388211,0.52,0.62,52.01,10.4,20.0,TP,ADBE,2025-10-29 16:15:00+00:00,1.73
339.13,338.7881535483615,0.43,0.26,42.73,-17.09,-40.0,SL,ADBE,2025-10-29 18:45:00+00:00,1.42
338.11,337.76419972347855,0.43,0.26,43.23,-17.29,-40.0,SL,ADBE,2025-10-29 19:00:00+00:00,1.44
338.505,338.67437869981353,0.42,0.51,42.34,8.47,20.0,TP,ADBE,2025-10-29 19:15:00+00:00,1.41
330.49,330.2173605455874,0.34,0.2,34.08,-13.63,-40.0,SL,ADBE,2025-11-14 14:45:00+00:00,1.14
329.325,329.03352050661687,0.36,0.22,36.43,-14.57,-40.0,SL,ADBE,2025-11-14 15:00:00+00:00,1.21
329.49,329.64341547907077,0.38,0.46,38.35,7.67,20.0,TP,ADBE,2025-11-14 15:15:00+00:00,1.28
330.09,329.7906855388686,0.37,0.22,37.41,-14.97,-40.0,SL,ADBE,2025-11-14 15:30:00+00:00,1.25
