date,wins,losses,net_pnl,trades,max_capital
2025-11-26,1,1,7.435068956481018,2,1923.84
2025-12-01,1,0,28.2838904390116,1,1847.1599999999999
2025-12-02,1,2,1.202676627967321,3,3896.83
2025-12-03,1,0,29.673669888773304,1,1854.3999999999996
2025-12-04,2,2,10.753404964281742,4,3729.9299999999994
2025-12-08,5,6,31.778645983598665,11,6327.199999999999
2025-12-09,3,2,38.80890209926622,5,5895.644999999998
2025-12-10,2,1,14.160824109036525,3,3837.9299999999976
2025-12-11,4,0,187.39094588604527,4,7745.539999999997
2025-12-12,7,24,-338.6399425337853,31,24406.28
2025-12-15,5,0,93.20413697807828,5,4336.809999999999
2025-12-16,4,2,52.744013770393565,6,6463.124999999998
