date,wins,losses,net_pnl,trades,max_capital
2025-11-24,1,2,1.1022788409123905,3,1181.77
2025-11-25,0,1,-4.49831711020903,1,510.01999999999987
2025-11-26,1,1,-3.1972214621057446,2,1930.8799999999999
2025-12-01,1,3,-8.09557488675722,4,4420.199999999999
2025-12-02,1,3,-11.681083818452805,4,3896.829999999999
2025-12-03,4,0,55.10890878085641,4,2405.2699999999986
2025-12-04,5,2,31.94174567991746,7,9244.249999999998
2025-12-05,1,0,7.969296819496321,1,1909.2799999999995
2025-12-08,5,8,-55.702748040593335,13,6328.72
2025-12-09,5,5,31.91211141057653,10,11742.595000000001
2025-12-10,4,2,17.925647464788995,6,5528.805
2025-12-11,11,0,260.27176419212356,11,13917.02
2025-12-12,14,32,-348.0137560473887,46,28320.79
2025-12-15,4,3,19.599938487991835,7,3702.100000000002
2025-12-16,10,2,73.42419323328684,12,8265.355000000001
