symbol,date,entry_time,exit_time,side,entry_price,exit_price,qty,pnl,exit_reason,hold_duration_bars,hold_duration_days,entry_rsi,entry_atr,sl_px,tp_px
NVDA,2025-11-04,2025-11-04 15:30:00+00:00,2025-11-04 17:15:00+00:00,LONG,201.65,200.24475144930966,9,-12.647236956213106,SL,7,0.07,29.724846786865115,1.4052485506903474,200.24475144930966,204.4604971013807
NVDA,2025-11-04,2025-11-04 18:15:00+00:00,2025-11-04 19:30:00+00:00,LONG,200.335,199.18697925734966,9,-10.33218668385311,SL,5,0.05,29.460180996025827,1.148020742650358,199.18697925734966,202.63104148530073
NVDA,2025-11-04,2025-11-04 19:45:00+00:00,2025-11-04 20:45:00+00:00,LONG,198.96,198.6,10,-3.6000000000001364,EOD,4,0.04,27.79364093854575,1.0737395415615805,197.88626045843841,201.10747908312317
AMD,2025-10-10,2025-10-10 15:15:00+00:00,2025-10-10 15:30:00+00:00,LONG,221.175,218.90591588575856,9,-20.42175702817306,SL,1,0.01,27.01035754480006,2.2690841142414455,218.90591588575856,225.7131682284829
AMD,2025-10-10,2025-10-10 15:45:00+00:00,2025-10-10 19:00:00+00:00,LONG,218.91,216.15517747292446,9,-24.793402743679792,SL,13,0.14,28.61221479967969,2.7548225270755338,216.15517747292446,224.41964505415106
AMD,2025-10-22,2025-10-22 14:45:00+00:00,2025-10-22 15:15:00+00:00,LONG,230.18,228.4296101197269,8,-14.003119042184835,SL,2,0.02,21.66311643276596,1.7503898802731088,228.4296101197269,233.68077976054622
AMD,2025-10-22,2025-10-22 15:30:00+00:00,2025-10-22 17:15:00+00:00,LONG,228.39,226.35711495373175,8,-16.26308037014587,SL,7,0.07,26.637653874928887,2.0328850462682286,226.35711495373175,232.45577009253645
SOXL,2025-10-10,2025-10-10 16:30:00+00:00,2025-10-10 16:45:00+00:00,LONG,37.28,36.5328232621258,53,-39.60036710733253,SL,1,0.01,17.695368405101718,0.7471767378741957,36.5328232621258,38.77435347574839
SOXL,2025-10-10,2025-10-10 19:30:00+00:00,2025-10-10 19:45:00+00:00,LONG,35.34,34.683146945102756,56,-36.78377107424586,SL,1,0.01,19.893058534253683,0.6568530548972443,34.683146945102756,36.65370610979449
SOXL,2025-12-12,2025-12-12 16:30:00+00:00,2025-12-12 16:45:00+00:00,LONG,42.865,42.00856938574004,46,-39.395808255958315,SL,1,0.01,27.632237873444907,0.8564306142599668,42.00856938574004,44.577861228519936
MSTR,2025-10-07,2025-10-07 14:15:00+00:00,2025-10-07 14:30:00+00:00,LONG,344.75,342.00548189907494,5,-13.722590504625316,SL,1,0.01,29.351484130016587,2.744518100925079,342.00548189907494,350.2390362018502
MSTR,2025-10-07,2025-10-07 14:45:00+00:00,2025-10-07 15:00:00+00:00,LONG,341.99,339.2904155150187,5,-13.497922424906506,SL,1,0.01,26.495154883430445,2.6995844849813184,339.2904155150187,347.38916896996267
MSTR,2025-10-07,2025-10-07 15:15:00+00:00,2025-10-07 15:30:00+00:00,LONG,335.28,332.2189041940722,5,-15.305479029638889,SL,1,0.01,21.008067554969074,3.061095805927769,332.2189041940722,341.4021916118555
META,2025-09-23,2025-09-23 13:30:00+00:00,2025-09-23 13:45:00+00:00,LONG,769.25,767.3015678766743,2,-3.8968642466513757,SL,1,0.01,29.418494850638183,1.9484321233257118,767.3015678766743,773.1468642466514
META,2025-12-09,2025-12-09 14:45:00+00:00,2025-12-09 17:30:00+00:00,LONG,656.245,654.003224399612,3,-6.7253268011639875,SL,11,0.11,18.097234654276534,2.2417756003880323,654.003224399612,660.7285512007761
META,2025-12-10,2025-12-10 14:45:00+00:00,2025-12-10 18:00:00+00:00,LONG,649.83,647.6679609131193,3,-6.486117260642345,SL,13,0.14,23.152677978736335,2.1620390868807586,647.6679609131193,654.1540781737616
AMZN,2025-09-10,2025-09-10 18:15:00+00:00,2025-09-10 18:45:00+00:00,LONG,230.93,230.1098704983169,8,-6.5610360134649,SL,2,0.02,29.33772629291316,0.8201295016831226,230.1098704983169,232.57025900336626
AMZN,2025-10-31,2025-10-31 13:30:00+00:00,2025-10-31 13:45:00+00:00,LONG,250.2,249.1875840074953,7,-7.086911947532798,SL,1,0.01,28.97072089588677,1.0124159925046958,249.1875840074953,252.2248319850094
AMZN,2025-11-06,2025-11-06 16:15:00+00:00,2025-11-06 16:30:00+00:00,LONG,244.075,242.93302733073645,8,-9.135781354108303,SL,1,0.01,25.49647577730977,1.1419726692635415,242.93302733073645,246.35894533852706
AMZN,2025-11-07,2025-11-07 15:45:00+00:00,2025-11-07 16:00:00+00:00,LONG,240.83,239.67565296867033,8,-9.234776250637424,SL,1,0.01,29.52686592937542,1.1543470313296749,239.67565296867033,243.13869406265937
AMZN,2025-11-13,2025-11-13 16:00:00+00:00,2025-11-13 16:15:00+00:00,LONG,240.92,239.86101286668054,8,-8.471897066555584,SL,1,0.01,28.821628556353573,1.0589871333194445,239.86101286668054,243.03797426663888
AMZN,2025-11-13,2025-11-13 16:30:00+00:00,2025-11-13 17:45:00+00:00,LONG,239.79,238.69059272688273,8,-8.79525818493812,SL,5,0.05,25.380595255425817,1.099407273117276,238.69059272688273,241.98881454623455
AMZN,2025-11-13,2025-11-13 18:00:00+00:00,2025-11-13 19:45:00+00:00,LONG,238.52,237.54986726996884,8,-7.76106184024934,SL,7,0.07,25.234013739803146,0.9701327300311624,237.54986726996884,240.46026546006235
