,equity
2025-12-24,62417.5000683642
2025-12-26,62338.67952006745
2025-12-29,62060.403412467436
2025-12-30,62001.807070267445
2025-12-31,61766.28216886744
2026-01-02,62305.54132296746
2026-01-05,62980.45223215305
2026-01-06,63510.03232373705
2026-01-07,62941.18741293125
2026-01-08,62597.2022661421
2026-01-09,62598.18684548935
2026-01-12,62670.6462518034
2026-01-13,63000.893552319656
2026-01-14,62742.23725634385
2026-01-15,62131.81969558386
2026-01-16,62081.83640529355
2026-01-20,61449.8175220427
2026-01-21,61569.8177818187
2026-01-22,61314.924996116446
2026-01-23,61437.55620545775
2026-01-26,61301.0784971774
2026-01-27,61519.898620619555
2026-01-28,61367.330458294615
2026-01-29,61501.9234817778
2026-01-30,62312.07983629902
2026-02-02,61969.01072934532
2026-02-03,62886.307348609065
2026-02-04,63856.31109794638
2026-02-05,63921.160766619214
2026-02-06,66378.84298365303
2026-02-09,65610.50271095827
2026-02-10,65255.598689122024
2026-02-11,65279.89925984647
2026-02-12,65753.52134839687
2026-02-13,65543.73819566687
2026-02-17,64860.17391662517
2026-02-18,64365.49472737756
2026-02-19,63875.22145796812
2026-02-20,63770.83801246927
2026-02-23,63928.12723656928
2026-02-24,63963.080446969274
2026-02-25,64141.67238104817
2026-02-26,63929.664712992075
2026-02-27,62663.13058610998
2026-03-02,61677.68432176453
2026-03-03,61534.58427627584
2026-03-04,61266.89862628384
2026-03-05,60800.14794399244
2026-03-06,60015.94772110975
2026-03-09,59981.04858844335
2026-03-10,59897.32264141841
2026-03-11,59924.216392387505
2026-03-12,58884.40822499242
2026-03-13,59062.01186741986
2026-03-16,59102.30991186567
2026-03-17,59262.50393469207
2026-03-18,59262.62386869207
2026-03-19,59210.273832692066
2026-03-20,57896.82122302901
2026-03-23,58377.45135894951
2026-03-24,58367.64506424651
2026-03-25,58266.86064893475
2026-03-26,57918.78598551031
2026-03-27,57767.15237418081
2026-03-30,58205.13833749812
2026-03-31,58104.14341839687
2026-04-01,59016.61588834993
2026-04-02,59320.6537350221
2026-04-06,59621.51727145292
2026-04-07,59605.26116399509
2026-04-08,60787.979723084834
2026-04-09,60982.620845316036
2026-04-10,60846.92255284148
2026-04-13,61276.67730304987
2026-04-14,61084.87744304988
2026-04-15,61243.077583049875
2026-04-16,61741.47730304989
2026-04-17,61939.72523207633
2026-04-20,61291.511431226936
2026-04-21,61274.48927961583
2026-04-22,61135.88857961584
2026-04-23,61347.28885961584
2026-04-24,63408.3310822733
2026-04-27,63707.28912703229
2026-04-28,63905.51603603229
2026-04-29,64936.31570553797
2026-04-30,65150.4197066925
2026-05-01,65086.48508714336
2026-05-04,64118.65824532857
2026-05-05,66378.76486906067
2026-05-06,67034.85365106068
2026-05-07,66072.81872148842
2026-05-08,68165.79293683302
2026-05-11,69046.24812943302
2026-05-12,68115.67497503303
2026-05-13,68274.32713490116
2026-05-14,67685.79497959308
2026-05-15,66633.35975365608
2026-05-18,66324.16153045607
2026-05-19,67138.2107556561
2026-05-20,67968.15633136538
2026-05-21,68654.07957218899
2026-05-22,69362.19036544369
2026-05-26,69765.1889887485
2026-05-27,70209.6085536567
