,equity
2024-01-05,56211.755224300796
2024-01-08,56576.82243986499
2024-01-09,56220.52760279749
2024-01-10,56169.318499766036
2024-01-11,55967.97404852405
2024-01-12,55763.90706212033
2024-01-16,55685.357108463126
2024-01-17,55371.998703253514
2024-01-18,55728.23935446165
2024-01-19,56456.262906282755
2024-01-22,56433.396226515455
2024-01-23,56807.90049537787
2024-01-24,56561.468653026575
2024-01-25,56997.87345937374
2024-01-26,56896.56799927959
2024-01-29,57303.19893154649
2024-01-30,57413.636447903395
2024-01-31,56861.59960518264
2024-02-01,57706.60052157104
2024-02-02,58395.91628860014
2024-02-05,58243.733022072396
2024-02-06,58110.917596848354
2024-02-07,58608.2594531819
2024-02-08,58642.36950488466
2024-02-09,58639.17376415695
2024-02-12,58592.40828272696
2024-02-13,57983.94235278445
2024-02-14,58671.27734632119
2024-02-15,59167.17403976775
2024-02-16,59109.95608457745
2024-02-20,58518.05840384135
2024-02-21,58634.07398591236
2024-02-22,59856.364449663306
2024-02-23,59538.2162785876
2024-02-26,59670.56889350334
2024-02-27,59752.42475186575
2024-02-28,59726.3349034423
2024-02-29,59937.5583506305
2024-03-01,60705.37173773629
2024-03-04,60516.953924680805
2024-03-05,60214.32100965304
2024-03-06,60549.533765156426
2024-03-07,60816.16768782978
2024-03-08,59963.49527192438
2024-03-11,59578.994017015255
2024-03-12,60029.41668844522
2024-03-13,60064.43863111925
2024-03-14,59779.7606976695
2024-03-15,59441.86934325986
2024-03-18,59831.53348942441
2024-03-19,60206.00704293097
2024-03-20,60853.0525041715
2024-03-21,61129.09045130499
2024-03-22,60747.15860250499
2024-03-25,60744.186936645
2024-03-26,60485.04818299621
2024-03-27,61047.88957537715
2024-03-28,61301.01044959142
2024-04-01,61290.695181450494
2024-04-02,61083.68032691453
2024-04-03,61061.1938274936
2024-04-04,60249.07893412025
2024-04-05,60781.71416961304
2024-04-08,60780.68846557439
2024-04-09,60876.32312136582
2024-04-10,60336.63507489291
2024-04-11,60379.506692255556
2024-04-12,59280.258859486086
2024-04-15,58696.17328569006
2024-04-16,58466.40792723493
2024-04-17,57957.70811359612
2024-04-18,58057.07602867866
2024-04-19,58335.04330076107
2024-04-22,58630.140986159015
2024-04-23,58836.05804124513
2024-04-24,58710.410751508585
2024-04-25,58826.381778872325
2024-04-26,58840.296835315836
2024-04-29,58923.785891536434
2024-04-30,58226.163901856926
2024-05-01,58160.683071649706
2024-05-02,58456.55160710776
2024-05-03,58675.62276366756
2024-05-06,59130.283094794
2024-05-07,59366.75578196051
2024-05-08,59531.03583176051
2024-05-09,60082.603338260495
2024-05-10,60237.053638725556
2024-05-13,60192.58648762555
2024-05-14,60364.4592572622
2024-05-15,60871.1525412822
2024-05-16,60858.36911551042
2024-05-17,60991.20976162727
2024-05-20,60850.55047517152
2024-05-21,61078.04879941138
2024-05-22,60695.67954088638
2024-05-23,59939.27576703382
2024-05-24,60045.59142507397
2024-05-28,59804.234744366724
2024-05-29,59146.12930644928
2024-05-30,59069.47910470024
2024-05-31,59688.01128883484
2024-06-03,59552.7842918706
2024-06-04,59582.492173096034
2024-06-05,59938.316265385176
2024-06-06,59832.59547260173
2024-06-07,59551.826316238534
2024-06-10,59714.53367544334
2024-06-11,59207.951916182195
2024-06-12,59276.84503809952
2024-06-13,59083.12984990912
2024-06-14,59001.385693303644
2024-06-17,59611.770929870676
2024-06-18,59650.780715881716
2024-06-20,58950.48244635893
2024-06-21,58915.495531883185
2024-06-24,58786.12435552264
2024-06-25,58770.864817333335
2024-06-26,58659.350313826966
2024-06-27,58710.089864874644
2024-06-28,58755.88489477865
2024-07-01,58806.75536422791
2024-07-02,59139.357903991804
2024-07-03,59167.597244776356
2024-07-05,59719.484012295456
2024-07-08,59492.7958603565
2024-07-09,59436.310766969065
2024-07-10,59838.82574948445
2024-07-11,59368.15386897896
2024-07-12,59684.37746044739
2024-07-15,60007.964189003185
2024-07-16,60424.96917803552
2024-07-17,60029.652372205186
2024-07-18,59457.93157022675
2024-07-19,59004.07352619185
2024-07-22,58643.306881575496
2024-07-23,58469.39588079842
2024-07-24,58311.10170615463
2024-07-25,58417.140958906966
2024-07-26,59621.34648709928
2024-07-29,59666.18516945133
2024-07-30,60094.16649972778
2024-07-31,60022.83081247697
2024-08-01,59787.96179232444
2024-08-02,59653.04060107203
2024-08-05,58227.11723369166
2024-08-06,58453.89384756276
2024-08-07,58279.78709281659
2024-08-08,58879.931277163545
2024-08-09,58921.71459453659
2024-08-12,58610.298865363045
2024-08-13,59204.46324839649
2024-08-14,59213.37637770579
2024-08-15,59347.1171566058
2024-08-16,59539.55332453194
2024-08-19,59852.25897738965
2024-08-20,59822.990759289634
2024-08-21,60126.91634142139
2024-08-22,60021.76064934754
2024-08-23,60452.662484245586
2024-08-26,60804.863836845594
2024-08-27,60924.489880945606
2024-08-28,60825.8780957456
2024-08-29,61108.399345939535
2024-08-30,61565.01481756828
2024-09-03,61647.936198120486
2024-09-04,61979.696603633834
2024-09-05,61469.09004237588
2024-09-06,61112.742829085386
2024-09-09,61656.7599307171
2024-09-10,61827.203963185544
2024-09-11,61660.907661298974
2024-09-12,61961.25622125957
2024-09-13,62273.00153504233
2024-09-16,62693.08801291433
2024-09-17,62342.27426187213
2024-09-18,61960.91391828784
2024-09-19,62034.9463634319
2024-09-20,61884.388417347494
2024-09-23,62416.91452434597
2024-09-24,62757.863219993866
2024-09-25,62468.40860980373
2024-09-26,62678.11234118848
2024-09-27,62649.468239635135
2024-09-30,62821.62166712385
2024-10-01,63071.237051797994
2024-10-02,62972.49392162064
2024-10-03,62797.72347985845
2024-10-04,63211.247417198654
2024-10-07,62853.95763576615
2024-10-08,63215.66257150831
2024-10-09,63553.7325651251
2024-10-10,63098.297934971204
2024-10-11,63574.85279184255
2024-10-14,64121.066383031815
2024-10-15,63764.489658383754
2024-10-16,64245.8516111954
2024-10-17,63979.509098055554
2024-10-18,63774.03801496855
2024-10-21,63275.278673725275
2024-10-22,63034.60869343662
2024-10-23,62604.51336318677
2024-10-24,62521.96864986718
2024-10-25,62203.728325865624
2024-10-28,62401.14863163674
2024-10-29,62235.82965605219
2024-10-30,62089.66223953711
2024-10-31,61901.02871580424
2024-11-01,62002.9672384033
2024-11-04,61769.33288157382
2024-11-05,62403.01323911707
2024-11-06,64181.93790040811
2024-11-07,64300.4605893431
2024-11-08,64561.15147860041
2024-11-11,65534.52845809591
2024-11-12,65255.00382727328
2024-11-13,65398.1071715846
2024-11-14,65134.428578877196
2024-11-15,64925.19334317718
2024-11-18,64981.01951818154
2024-11-19,64791.74547433139
2024-11-20,64885.964170124884
2024-11-21,65742.5038394464
2024-11-22,66290.5134970879
2024-11-25,66238.08257017183
2024-11-26,66399.86017366473
2024-11-27,66008.23117399917
2024-11-29,66018.84758540802
2024-12-02,65818.76762372853
2024-12-03,65665.35828123437
2024-12-04,66336.47230663963
2024-12-05,66426.95780615276
2024-12-06,66612.94074950757
2024-12-09,65508.98779357555
2024-12-10,65283.81668290474
2024-12-11,65737.64574478989
2024-12-12,65359.450346253536
2024-12-13,65780.92559035092
2024-12-16,66036.46059439743
2024-12-17,65777.47591488485
2024-12-18,63830.68995504093
2024-12-19,63634.08887483614
2024-12-20,64292.35138678
2024-12-23,64297.19132401404
2024-12-24,64879.46908064714
2024-12-26,64882.2850043678
2024-12-27,64353.660416955805
2024-12-30,63427.904214347145
2024-12-31,63349.856931432245
2025-01-02,63065.29717251637
2025-01-03,63472.54280845347
2025-01-06,63743.67316987899
2025-01-07,63309.87162472409
2025-01-08,63198.826733848466
2025-01-10,62362.627318534345
2025-01-13,62636.958099349155
2025-01-14,62676.58632478527
2025-01-15,63545.892429694555
2025-01-16,63879.280723174204
2025-01-17,64591.507555055316
2025-01-21,65425.83382155533
2025-01-22,65201.028792883866
2025-01-23,65912.38452015337
2025-01-24,65804.40853455338
2025-01-27,64763.30191763818
2025-01-28,64384.598621809986
2025-01-29,64426.63013077092
2025-01-30,64464.73508560958
2025-01-31,63922.376612320775
2025-02-03,63643.78979329552
2025-02-04,63800.684042888424
2025-02-05,64463.913504233875
2025-02-06,64509.60172467688
2025-02-07,64086.53904265458
2025-02-10,63873.85834225682
2025-02-11,64257.10662656072
2025-02-12,64592.49130394731
2025-02-13,65059.36987645065
2025-02-14,64783.83262556669
2025-02-18,65287.49555446438
2025-02-19,65426.56322489368
2025-02-20,65100.07068220689
2025-02-21,64683.51352627139
2025-02-24,64694.45744633679
2025-02-25,65256.121220661036
2025-02-26,64598.42682613836
2025-02-27,64583.15020277406
2025-02-28,65388.93561392285
2025-03-03,65678.90557716784
2025-03-04,64473.91563655933
2025-03-05,64938.46438987095
2025-03-06,64809.517548120595
2025-03-07,65634.68847412859
2025-03-10,65441.546021359114
2025-03-11,64113.63448064021
2025-03-12,63344.99110208529
2025-03-13,63127.589872530974
2025-03-14,63920.12974735054
2025-03-17,64553.31449816112
2025-03-18,64410.54401832297
2025-03-19,64365.743841335236
2025-03-20,64378.44503954983
2025-03-21,64043.497177951605
2025-03-24,64044.7872013951
