,equity
2025-05-19,98553.63903827392
2025-05-20,98225.13527961767
2025-05-21,96860.12220502716
2025-05-22,97041.36785425436
2025-05-23,96142.69389454949
2025-05-27,98404.48375445713
2025-05-28,97968.36653821345
2025-05-29,98160.93154467807
2025-05-30,98006.11363543398
2025-06-02,98780.1915845367
2025-06-03,99552.36665575119
2025-06-04,99829.89461809404
2025-06-05,99078.47895793487
2025-06-06,100047.01338438946
2025-06-09,100194.28879443674
2025-06-10,100856.94714994216
2025-06-11,100517.1067334303
2025-06-12,100753.10484689481
2025-06-13,99488.18592493034
2025-06-16,100872.05534257123
2025-06-17,99888.4243206053
2025-06-18,99871.43625420672
2025-06-20,99463.63235521622
2025-06-23,100486.36809764175
2025-06-24,102023.00159399152
2025-06-25,102283.82020099426
2025-06-26,103240.20560100331
2025-06-27,103593.66901861032
2025-06-30,104264.64726043266
2025-07-01,103385.74049281029
2025-07-02,104105.87226253173
2025-07-03,105130.29072772569
2025-07-07,104338.3661452803
2025-07-08,104396.95364326343
2025-07-09,105135.9765473884
2025-07-10,104984.7558359187
2025-07-11,104748.50239574781
2025-07-14,105128.42264119057
2025-07-15,105224.80381498179
2025-07-16,105332.52183674528
2025-07-17,106184.96036953088
2025-07-18,106082.89318596026
2025-07-21,106632.91349004186
2025-07-22,106081.01350230744
2025-07-23,106564.88042485695
2025-07-24,106791.66510359067
2025-07-25,107048.73575028879
2025-07-28,107383.27324213914
2025-07-29,107216.9559351581
2025-07-30,107360.58775896014
2025-07-31,106791.66510359067
2025-08-01,104688.01182975972
2025-08-04,106619.68517118233
2025-08-05,105895.78186668744
2025-08-06,107228.30457036478
2025-08-07,107591.17857370374
2025-08-08,108594.81462372362
2025-08-11,108273.5052606161
2025-08-12,109634.36428566535
2025-08-13,109689.18062910844
2025-08-14,109604.13649340621
2025-08-15,109122.16085162724
2025-08-18,109078.66994915543
2025-08-19,107598.74426713597
2025-08-20,106959.8968855777
2025-08-21,106464.70471217357
2025-08-22,108107.18795363506
2025-08-25,107795.3125606116
2025-08-26,108228.1460814925
2025-08-27,108394.47498559127
2025-08-28,109073.01892084585
2025-08-29,107810.44394747607
2025-09-02,106906.98361013956
2025-09-03,107748.07350771847
