date,exposure
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.49835665882396174
2023-01-13,0.4722943618816803
2023-01-17,0.4945196890046978
2023-01-18,0.3807770781269912
2023-01-19,0.25139555324446516
2023-01-20,0.1881343464923087
2023-01-23,0.5007840844406168
2023-01-24,0.4639544917175905
2023-01-25,0.4887325107335384
2023-01-26,0.5033780768946682
2023-01-27,0.9952992124854321
2023-01-30,0.9214585000469532
2023-01-31,0.9547194483237856
2023-02-01,0.9564503770766534
2023-02-02,0.985409900063442
2023-02-03,0.9818955671050578
2023-02-06,0.9960192493901625
2023-02-07,0.9609491589861612
2023-02-08,0.9988902000062797
2023-02-09,0.9636813837509729
2023-02-10,0.8148630562733118
2023-02-13,0.9985471514789174
2023-02-14,0.9985496956357272
2023-02-15,0.9985516701839419
2023-02-16,0.9675443887835085
2023-02-17,0.9326073169337505
2023-02-21,0.9101857725098412
2023-02-22,0.4716586960578225
2023-02-23,0.48790833583504734
2023-02-24,0.9474135223516876
2023-02-27,0.8762891767787149
2023-02-28,0.533569409421249
2023-03-01,0.5288177436632925
2023-03-02,0.5295965284068769
2023-03-03,0.5333736524903021
2023-03-06,0.9965818782076358
2023-03-07,0.9211500001528433
2023-03-08,0.7375261504843611
2023-03-09,0.5739021844541358
2023-03-10,0.33743499921607745
2023-03-13,0.19938482498949262
2023-03-14,0.20274016948628434
2023-03-15,0.45980349350079913
2023-03-16,0.3280046984548769
2023-03-17,0.4969755918964981
2023-03-20,0.49853012959690357
2023-03-21,0.49926488666249236
2023-03-22,0.49699979649418824
2023-03-23,0.5002039407670728
2023-03-24,0.5002074372731249
2023-03-27,0.49984040952253805
2023-03-28,0.49796607939706583
2023-03-29,0.5011579421635038
2023-03-30,0.5029363568048647
2023-03-31,0.5062467883779871
2023-04-03,0.9961758260999272
2023-04-04,0.9515817475372097
2023-04-05,0.9259844267936639
2023-04-06,0.8501174335288388
2023-04-10,0.7987542974092586
2023-04-11,0.7977937220625355
2023-04-12,0.9964256306060418
2023-04-13,0.9980863337819263
2023-04-14,0.9819965361671195
2023-04-17,0.9984383315362276
2023-04-18,0.9980395233675756
2023-04-19,0.9980444468905937
2023-04-20,0.9741093934897656
2023-04-21,0.9792185346967784
2023-04-24,0.9796624397426481
2023-04-25,0.9093793964106511
2023-04-26,0.6349276134213657
2023-04-27,0.5169144049891018
2023-04-28,0.9968873784145653
2023-05-01,0.9968923483350436
2023-05-02,0.891134646316954
2023-05-03,0.7864105088257152
2023-05-04,0.7297347570085864
2023-05-05,0.5937325339466107
2023-05-08,0.997980352539279
2023-05-09,0.9977003214202014
2023-05-10,0.9353380250834988
2023-05-11,0.9972820576913985
2023-05-12,0.9972827769205816
2023-05-15,0.975060721464245
2023-05-16,0.951411271625598
2023-05-17,0.8882940429593598
2023-05-18,0.7385527076764103
2023-05-19,0.9980629712895132
2023-05-22,0.9545085141174086
2023-05-23,0.8313730092062924
2023-05-24,0.6279513902510057
2023-05-25,0.5965279827907933
2023-05-26,0.6003545954784172
2023-05-30,0.6009494946090201
2023-05-31,0.5999503308255557
2023-06-01,0.601041703287889
2023-06-02,0.6014104335787517
2023-06-05,0.9732963952858155
2023-06-06,0.9344807971369548
2023-06-07,0.9554034611388713
2023-06-08,0.9814118655536562
2023-06-09,0.9239708029516368
2023-06-12,0.9792383631975531
2023-06-13,0.979840154361637
2023-06-14,0.9736918940368027
2023-06-15,0.9975220653846592
2023-06-16,0.9974986580846645
2023-06-20,0.9975112711941824
2023-06-21,0.9738127386686305
2023-06-22,0.996236487548612
2023-06-23,0.955064411508195
2023-06-26,0.9512609142500749
2023-06-27,0.9963149523913641
2023-06-28,0.9963010993065324
2023-06-29,0.996327267194982
2023-06-30,0.9963688020871603
2023-07-03,0.996363646486795
2023-07-05,0.9963459355885774
2023-07-06,0.9707578238745826
2023-07-07,0.9796860059802477
2023-07-10,0.942507368056803
2023-07-11,0.9984871430800281
2023-07-12,0.9979025761092236
2023-07-13,0.9977055241746641
2023-07-14,0.9976970674626429
2023-07-17,0.9977162667840167
2023-07-18,0.9980250239625773
2023-07-19,0.9980019324568351
2023-07-20,0.9979925230022866
2023-07-21,0.9610285769673361
2023-07-24,0.9977662315866747
2023-07-25,0.9977723009837364
2023-07-26,0.9979174611627382
2023-07-27,0.928662719236424
2023-07-28,0.9971652926967577
2023-07-31,0.9733538517031814
2023-08-01,0.997720759853854
2023-08-02,0.9977388462656192
2023-08-03,0.998467985111809
2023-08-04,0.9929271417982715
2023-08-07,0.9930191416316235
2023-08-08,0.9671097909906547
2023-08-09,0.9964950436369779
2023-08-10,0.9918391480877343
2023-08-11,0.9918554139494488
2023-08-14,0.9919078662830723
2023-08-15,0.9918324523684918
2023-08-16,0.8571335051373528
2023-08-17,0.6330679424712571
2023-08-18,0.5642757172383231
2023-08-21,0.48529660554664494
2023-08-22,0.4721154720092017
2023-08-23,0.34537918333216333
2023-08-24,0.46323247855039257
2023-08-25,0.47009749795889616
2023-08-28,0.5000843845378633
2023-08-29,0.502391762547324
2023-08-30,0.5033265048267567
2023-08-31,0.5034207317888058
2023-09-01,0.5050266171878506
2023-09-05,0.48860625139025543
2023-09-06,0.5005668599716404
2023-09-07,0.5006833148833534
2023-09-08,0.5013136106324695
2023-09-11,0.5023152641996181
2023-09-12,0.49813699662650235
2023-09-13,0.491379823261531
2023-09-14,0.4987748923374212
2023-09-15,0.46452003290839644
2023-09-18,0.4986328390346955
2023-09-19,0.45414382271815035
2023-09-20,0.4329485076200125
2023-09-21,0.4211205834671549
2023-09-22,0.15347788401434556
2023-09-25,0.4950518974722703
2023-09-26,0.4584877252626905
2023-09-27,0.24831316943540135
2023-09-28,0.49685198225738514
2023-09-29,0.45015958005495327
2023-10-02,0.3695691992006072
2023-10-03,0.41307149594063297
2023-10-04,0.40589240982997354
2023-10-05,0.4968372368742557
2023-10-06,0.35951687460003867
2023-10-09,0.49630351613934814
2023-10-10,0.49677040811958867
2023-10-11,0.5004605326657133
2023-10-12,0.49928797334258046
2023-10-13,0.4981484765448793
2023-10-16,0.498819562147956
2023-10-17,0.4435030045438403
2023-10-18,0.4947619290838949
2023-10-19,0.48293985385217253
2023-10-20,0.3358774524188518
2023-10-23,0.461463639391645
2023-10-24,0.4999863933203015
2023-10-25,0.500112194022319
2023-10-26,0.3968324105838582
2023-10-27,0.37075823753136095
2023-10-30,0.2330965705401465
2023-10-31,0.2343042531928214
2023-11-01,0.23455920775924627
2023-11-02,0.49774512399135007
2023-11-03,0.49720440532876686
2023-11-06,0.957396219123815
2023-11-07,0.9306270486486715
2023-11-08,0.9304569715790503
2023-11-09,0.9304517545448082
2023-11-10,0.931302445912286
2023-11-13,0.9962128066587498
2023-11-14,0.9962545832714522
2023-11-15,0.9962588555639392
2023-11-16,0.9208860809534251
2023-11-17,0.9984528349829965
2023-11-20,0.9984664306486806
2023-11-21,0.9975343947718258
2023-11-22,0.9975523756374975
2023-11-24,0.997559691972547
2023-11-27,0.9975539533368891
2023-11-28,0.9972704936814377
2023-11-29,0.9972765914229722
2023-11-30,0.9981678549946753
2023-12-01,0.9784736749210916
2023-12-04,0.9812979526768342
2023-12-05,0.964828555098949
2023-12-06,0.9951528952252902
2023-12-07,0.9949327255215014
2023-12-08,0.9949567851807644
2023-12-11,0.9949757031181667
2023-12-12,0.9950163109690244
2023-12-13,0.9950730439736628
2023-12-14,0.956701236904375
2023-12-15,0.9967437037184916
2023-12-18,0.9967582182100383
2023-12-19,0.9967654790186746
2023-12-20,0.9967185734795194
2023-12-21,0.9965795137118552
2023-12-22,0.9965914077253346
2023-12-26,0.9966050598485987
2023-12-27,0.9964836072291137
2023-12-28,0.9964865213898835
2023-12-29,0.9964766043110094
2024-01-02,0.9301208823619875
2024-01-03,0.9969191838601917
2024-01-04,0.9665226288636518
2024-01-05,0.9914708853898517
2024-01-08,0.9482386076434881
2024-01-09,0.9964493287327116
2024-01-10,0.9942345853550039
2024-01-11,0.908325610285034
2024-01-12,0.9713686259092889
2024-01-16,0.9342078764393623
2024-01-17,0.9709485930614663
2024-01-18,0.9941933173018009
2024-01-19,0.996319606386834
2024-01-22,0.9974327481103649
2024-01-23,0.98781728162575
2024-01-24,0.9973490562879936
2024-01-25,0.9959123823585452
2024-01-26,0.9966339224566422
2024-01-29,0.9966590538033469
2024-01-30,0.9966456199918655
2024-01-31,0.9573097913027407
2024-02-01,0.9969753160998668
2024-02-02,0.996708097030627
2024-02-05,0.9967159959027946
2024-02-06,0.9967173244492766
2024-02-07,0.9965171986730882
2024-02-08,0.9694391466430556
2024-02-09,0.9949354661487708
2024-02-12,0.9941138812627706
2024-02-13,0.9719233398132051
2024-02-14,0.9965867952701168
2024-02-15,0.9966005433190721
2024-02-16,0.9965942147700536
2024-02-20,0.9979608287657445
2024-02-21,0.9981849214190458
2024-02-22,0.9982069714929075
2024-02-23,0.9552690048132229
2024-02-26,0.9986511573640083
2024-02-27,0.9986480067899018
2024-02-28,0.9988476603589345
2024-02-29,0.9989587239898523
2024-03-01,0.9990434229782696
2024-03-04,0.9990724687046134
2024-03-05,0.9990713847221322
2024-03-06,0.9977257298785748
2024-03-07,0.9977417491723679
2024-03-08,0.9737033344459359
2024-03-11,0.9971569560501032
2024-03-12,0.9956029929833724
2024-03-13,0.9767796010480702
2024-03-14,0.9685503020969211
2024-03-15,0.9492724079371703
2024-03-18,0.9971615965303566
2024-03-19,0.997230446526044
2024-03-20,0.9972590373728248
2024-03-21,0.9949294864373706
2024-03-22,0.9949101332745425
2024-03-25,0.9966388447677232
2024-03-26,0.9748203970945664
2024-03-27,0.9763123468822089
2024-03-28,0.9987207417451064
2024-04-01,0.9527717822872548
2024-04-02,0.9481707562167705
2024-04-03,0.9967104629304895
2024-04-04,0.9727728114455794
2024-04-05,0.8332610910200113
2024-04-08,0.9926278601617863
2024-04-09,0.950047994070896
2024-04-10,0.9280159381737304
2024-04-11,0.9530967701210622
2024-04-12,0.86303761611165
2024-04-15,0.5545704959330585
2024-04-16,0.4107263261596352
2024-04-17,0.21542279841444878
2024-04-18,0.16750831703308364
2024-04-19,0.47440552788243046
2024-04-22,0.3695478204424844
2024-04-23,0.49928937416849173
2024-04-24,0.49047344745347987
2024-04-25,0.4980806502369167
2024-04-26,0.4793098761145188
2024-04-29,0.4988787790794051
2024-04-30,0.4679235631639031
2024-05-01,0.4988015758232155
2024-05-02,0.5002540541144384
2024-05-03,0.5010633306982706
2024-05-06,0.5025981134325557
2024-05-07,0.9956887636472362
2024-05-08,0.9956971607468665
2024-05-09,0.9957426787856349
2024-05-10,0.9957640970763176
2024-05-13,0.9957593484663123
2024-05-14,0.9957752623998294
2024-05-15,0.9958123712074143
2024-05-16,0.9717965289574353
2024-05-17,0.9957475702093793
2024-05-20,0.9957557818494249
2024-05-21,0.9954475084716835
2024-05-22,0.9958068982115236
2024-05-23,0.972034312003851
2024-05-24,0.8640326197929398
2024-05-28,0.9973880503624875
2024-05-29,0.7244950942049673
2024-05-30,0.5763310922064158
2024-05-31,0.5321547986756681
2024-06-03,0.9028927956474941
2024-06-04,0.9639875046370194
2024-06-05,0.8360624909249241
2024-06-06,0.8148920758685307
2024-06-07,0.9963701794494397
2024-06-10,0.9718423039312107
2024-06-11,0.9323896743878975
2024-06-12,0.7010830653116419
2024-06-13,0.6733031566950242
2024-06-14,0.6013463320405071
2024-06-17,0.608512449589047
2024-06-18,0.6107801007405372
2024-06-20,0.9549524127245441
2024-06-21,0.9972812853180105
2024-06-24,0.9925034645160646
2024-06-25,0.8994608056873032
2024-06-26,0.9462599214191381
2024-06-27,0.9019347113283942
2024-06-28,0.9815964752220406
2024-07-01,0.9266756762718545
2024-07-02,0.8689685829069548
2024-07-03,0.8422814117012557
2024-07-05,0.8433615590043209
2024-07-08,0.8345273272071676
2024-07-09,0.8345223563639591
2024-07-10,0.7785311596962944
2024-07-11,0.9394800316565941
2024-07-12,0.9973213860809654
2024-07-15,0.9499614256552487
2024-07-16,0.9970805995214205
2024-07-17,0.924823920695737
2024-07-18,0.9725619904144848
2024-07-19,0.9020180507362753
2024-07-22,0.756221321660948
2024-07-23,0.9976730992762846
2024-07-24,0.9804973830442446
2024-07-25,0.8531923723434505
2024-07-26,0.7334839573480124
2024-07-29,0.996974688413672
2024-07-30,0.997319297319277
2024-07-31,0.9971485217727809
2024-08-01,0.9564980881804962
2024-08-02,0.7876815426738828
2024-08-05,0.6994837760597281
2024-08-06,0.504241129840145
2024-08-07,0.4556618682500141
2024-08-08,0.45654946426562654
2024-08-09,0.45693678271470317
2024-08-12,0.4569128124678449
2024-08-13,0.45825533740072866
2024-08-14,0.9958212088741408
2024-08-15,0.9958351603662965
2024-08-16,0.9968078287834243
2024-08-19,0.9968267794167305
2024-08-20,0.9723683442718674
2024-08-21,0.9968115377849991
2024-08-22,0.9968070902179056
2024-08-23,0.9973395421782312
2024-08-26,0.9973547918615109
2024-08-27,0.9973590251465201
2024-08-28,0.9973529544569123
2024-08-29,0.9973034844978113
2024-08-30,0.9967000923183876
2024-09-03,0.9735487973982424
2024-09-04,0.9330600298112696
2024-09-05,0.9324994997491375
2024-09-06,0.9160067541658401
2024-09-09,0.7447743232496625
2024-09-10,0.7453467646004335
2024-09-11,0.7446154873298879
2024-09-12,0.9974640958737228
2024-09-13,0.9952796750210112
2024-09-16,0.9972955071354402
2024-09-17,0.9972722578953205
2024-09-18,0.9960857934827795
2024-09-19,0.9491746331849367
2024-09-20,0.9954243538739588
2024-09-23,0.9932615554697563
2024-09-24,0.994778431331126
2024-09-25,0.9682383604070655
