entry_price,atm_strike,otm_strike,spread_width,entry_debit,exit_value,cost,max_profit,max_loss,pnl,pnl_pct,reason,bars_held,dte,symbol,entry_time,atr,entry_rsi,entry_close,kc_lower,entry_slope,entry_adx,entry_reason,exit_time
291.05,291.05,292.44,1.39,0.45,1.31,45.13,93.73,-45.13,85.38,189.2,MAX_PROFIT,1,7,BURL,2025-09-05 18:00:00+00:00,0.93,24.6,290.66,292.72,-0.4124,34.4,"RSI=24.6, Close=$290.66 < KC_Lower=$292.72",2025-09-05 18:15:00+00:00
284.51,284.51,285.91,1.4,0.46,0.43,45.52,94.54,-45.52,-3.02,-6.6,BARS_STOP,10,3,BURL,2025-09-09 14:00:00+00:00,0.93,22.6,285.46,288.19,-0.3222,16.9,"RSI=22.6, Close=$285.46 < KC_Lower=$288.19",2025-09-09 16:30:00+00:00
281.45,281.45,282.43,0.98,0.32,1.3,31.97,66.4,-31.97,66.4,207.7,MAX_PROFIT,4,3,BURL,2025-09-09 19:00:00+00:00,0.66,24.9,281.46,282.65,-0.232,38.6,"RSI=24.9, Close=$281.46 < KC_Lower=$282.65",2025-09-10 13:30:00+00:00
273.66,273.66,274.97,1.31,0.43,0.41,42.63,88.54,-42.63,-1.19,-2.8,BARS_STOP,10,7,BURL,2025-09-12 14:00:00+00:00,0.87,21.8,274.5,277.52,-0.3339,24.1,"RSI=21.8, Close=$274.50 < KC_Lower=$277.52",2025-09-12 16:30:00+00:00
267.43,267.43,268.88,1.45,0.47,0.46,47.27,98.17,-47.27,-1.32,-2.8,BARS_STOP,10,7,BURL,2025-09-12 16:45:00+00:00,0.97,18.7,267.33,270.01,-0.5949,54.2,"RSI=18.7, Close=$267.33 < KC_Lower=$270.01",2025-09-12 19:15:00+00:00
274.61,274.61,276.11,1.5,0.49,1.58,48.9,101.57,-48.9,101.57,207.7,MAX_PROFIT,5,4,BURL,2025-11-17 19:30:00+00:00,1.0,24.7,274.81,276.79,-0.4258,31.5,"RSI=24.7, Close=$274.81 < KC_Lower=$276.79",2025-11-17 20:45:00+00:00
370.66,370.66,373.44,2.78,0.91,0.86,90.51,187.97,-90.51,-4.46,-4.9,BARS_STOP,10,4,CEG,2025-10-20 19:15:00+00:00,1.86,24.9,370.75,372.66,-0.5838,38.3,"RSI=24.9, Close=$370.75 < KC_Lower=$372.66",2025-10-21 15:15:00+00:00
358.55,358.55,362.24,3.69,1.2,3.62,119.93,249.08,-119.93,241.88,201.7,MAX_PROFIT,4,3,CEG,2025-10-21 15:30:00+00:00,2.46,23.7,358.02,361.2,-0.8621,53.0,"RSI=23.7, Close=$358.02 < KC_Lower=$361.20",2025-10-21 16:30:00+00:00
388.0,388.0,390.69,2.69,0.87,0.85,87.44,181.61,-87.44,-2.44,-2.8,BARS_STOP,10,7,CEG,2025-10-31 13:30:00+00:00,1.79,24.0,382.41,386.17,-0.617,42.6,"RSI=24.0, Close=$382.41 < KC_Lower=$386.17",2025-10-31 16:00:00+00:00
377.58,377.58,380.3,2.72,0.88,0.86,88.32,183.43,-88.32,-2.46,-2.8,BARS_STOP,10,7,CEG,2025-10-31 16:30:00+00:00,1.81,24.5,377.36,380.18,-0.5975,36.9,"RSI=24.5, Close=$377.36 < KC_Lower=$380.18",2025-10-31 19:00:00+00:00
129.34,129.34,130.57,1.23,0.4,0.39,40.08,83.25,-40.08,-0.87,-2.2,BARS_STOP,10,9,ANET,2025-08-20 14:00:00+00:00,0.82,16.5,129.22,131.42,-0.261,43.5,"RSI=16.5, Close=$129.22 < KC_Lower=$131.42",2025-08-20 16:30:00+00:00
142.8,142.8,145.16,2.36,0.77,1.69,76.68,159.27,-76.68,91.86,119.8,BARS_STOP,10,7,ANET,2025-09-12 14:15:00+00:00,1.57,22.6,142.85,147.12,-0.7236,28.5,"RSI=22.6, Close=$142.85 < KC_Lower=$147.12",2025-09-12 16:45:00+00:00
143.56,143.56,145.14,1.58,0.51,1.81,51.48,106.93,-51.48,106.93,207.7,MAX_PROFIT,3,3,ANET,2025-10-07 16:15:00+00:00,1.06,23.5,143.66,146.11,-0.4765,27.6,"RSI=23.5, Close=$143.66 < KC_Lower=$146.11",2025-10-07 17:00:00+00:00
137.11,137.11,140.3,3.19,1.04,4.2,103.56,215.09,-103.56,215.09,207.7,MAX_PROFIT,1,3,ANET,2025-10-14 13:45:00+00:00,2.12,20.2,137.36,144.25,-0.5923,46.4,"RSI=20.2, Close=$137.36 < KC_Lower=$144.25",2025-10-14 14:00:00+00:00
143.66,143.66,146.46,2.8,0.91,3.13,91.04,189.09,-91.04,189.09,207.7,MAX_PROFIT,1,9,ANET,2025-11-05 15:30:00+00:00,1.87,18.0,143.62,147.02,-0.8949,45.7,"RSI=18.0, Close=$143.62 < KC_Lower=$147.02",2025-11-05 15:45:00+00:00
144.27,144.27,146.99,2.72,0.88,0.87,88.48,183.76,-88.48,-1.91,-2.2,BARS_STOP,10,9,ANET,2025-11-05 16:00:00+00:00,1.81,24.1,144.37,146.01,-0.6248,47.4,"RSI=24.1, Close=$144.37 < KC_Lower=$146.01",2025-11-05 18:30:00+00:00
138.01,138.01,140.22,2.21,0.72,0.7,71.66,148.84,-71.66,-1.74,-2.4,BARS_STOP,10,8,ANET,2025-11-06 14:45:00+00:00,1.47,22.9,137.84,139.71,-0.3415,52.8,"RSI=22.9, Close=$137.84 < KC_Lower=$139.71",2025-11-06 17:15:00+00:00
127.69,127.69,128.91,1.22,0.4,0.38,39.57,82.18,-39.57,-1.95,-4.9,BARS_STOP,10,4,ANET,2025-11-17 18:00:00+00:00,0.81,22.9,127.68,128.37,-0.2234,38.3,"RSI=22.9, Close=$127.68 < KC_Lower=$128.37",2025-11-17 20:30:00+00:00
184.02,184.02,185.36,1.34,0.44,0.41,43.59,90.53,-43.59,-2.89,-6.6,BARS_STOP,10,3,BABA,2025-10-07 15:15:00+00:00,0.89,24.8,183.95,185.22,-0.3012,29.7,"RSI=24.8, Close=$183.95 < KC_Lower=$185.22",2025-10-07 17:45:00+00:00
174.97,174.97,176.51,1.54,0.5,0.49,50.17,104.2,-50.17,-1.22,-2.4,BARS_STOP,10,8,BABA,2025-10-09 14:00:00+00:00,1.03,22.3,175.04,177.88,-0.32,30.2,"RSI=22.3, Close=$175.04 < KC_Lower=$177.88",2025-10-09 16:30:00+00:00
173.43,173.43,174.68,1.25,0.41,0.49,40.57,84.25,-40.57,8.01,19.8,BARS_STOP,10,8,BABA,2025-10-09 16:45:00+00:00,0.83,24.3,173.46,174.21,-0.2438,50.3,"RSI=24.3, Close=$173.46 < KC_Lower=$174.21",2025-10-09 19:15:00+00:00
166.22,166.22,168.1,1.88,0.61,0.59,61.14,126.98,-61.14,-1.7,-2.8,BARS_STOP,10,7,BABA,2025-10-10 15:15:00+00:00,1.25,21.3,166.21,169.67,-0.3471,51.0,"RSI=21.3, Close=$166.21 < KC_Lower=$169.67",2025-10-10 17:45:00+00:00
159.63,159.63,161.95,2.32,0.75,3.05,75.26,156.3,-75.26,156.3,207.7,MAX_PROFIT,8,7,BABA,2025-10-10 18:00:00+00:00,1.54,22.4,159.55,161.39,-0.5274,63.3,"RSI=22.4, Close=$159.55 < KC_Lower=$161.39",2025-10-13 13:30:00+00:00
160.7,160.7,162.59,1.89,0.62,2.08,61.57,127.88,-61.57,127.88,207.7,MAX_PROFIT,1,3,BABA,2025-10-14 13:45:00+00:00,1.26,24.7,160.83,164.04,-0.2169,20.2,"RSI=24.7, Close=$160.83 < KC_Lower=$164.04",2025-10-14 14:00:00+00:00
169.76,169.76,171.12,1.36,0.44,1.42,44.07,91.52,-44.07,91.52,207.7,MAX_PROFIT,3,7,BABA,2025-10-31 14:45:00+00:00,0.9,23.7,169.65,171.08,-0.4465,41.5,"RSI=23.7, Close=$169.65 < KC_Lower=$171.08",2025-10-31 15:30:00+00:00
165.63,165.63,166.79,1.15,0.38,1.53,37.51,77.91,-37.51,77.91,207.7,MAX_PROFIT,1,4,BABA,2025-11-03 15:30:00+00:00,0.77,19.5,165.72,167.73,-0.2803,35.2,"RSI=19.5, Close=$165.72 < KC_Lower=$167.73",2025-11-03 15:45:00+00:00
162.04,162.04,163.03,0.99,0.32,0.86,32.17,66.8,-32.17,53.87,167.5,BARS_STOP,10,3,BABA,2025-11-11 16:00:00+00:00,0.66,24.7,162.04,163.02,-0.2164,25.6,"RSI=24.7, Close=$162.04 < KC_Lower=$163.02",2025-11-11 18:30:00+00:00
158.07,158.07,159.16,1.09,0.35,0.35,35.31,73.34,-35.31,-0.76,-2.2,BARS_STOP,10,9,BABA,2025-11-12 14:45:00+00:00,0.72,17.9,158.12,160.16,-0.2209,28.8,"RSI=17.9, Close=$158.12 < KC_Lower=$160.16",2025-11-12 17:15:00+00:00
205.16,205.16,207.4,2.24,0.73,0.71,72.88,151.37,-72.88,-1.77,-2.4,BARS_STOP,10,8,BA,2025-06-12 13:45:00+00:00,1.5,18.2,205.59,210.15,-0.2837,67.3,"RSI=18.2, Close=$205.59 < KC_Lower=$210.15",2025-06-12 16:15:00+00:00
200.33,200.33,202.13,1.8,0.59,1.74,58.56,121.62,-58.56,115.53,197.3,MAX_PROFIT,9,7,BA,2025-06-13 13:45:00+00:00,1.2,24.2,200.49,201.97,-0.217,21.7,"RSI=24.2, Close=$200.49 < KC_Lower=$201.97",2025-06-13 16:00:00+00:00
226.6,226.6,227.71,1.11,0.36,1.05,36.07,74.91,-36.07,68.77,190.7,MAX_PROFIT,1,3,BA,2025-07-22 14:00:00+00:00,0.74,19.5,226.3,228.32,-0.2696,24.5,"RSI=19.5, Close=$226.30 < KC_Lower=$228.32",2025-07-22 14:15:00+00:00
216.85,216.85,218.68,1.83,0.6,2.43,59.56,123.71,-59.56,123.71,207.7,MAX_PROFIT,1,7,BA,2025-08-01 14:00:00+00:00,1.22,25.0,217.1,219.37,-0.3232,33.6,"RSI=25.0, Close=$217.10 < KC_Lower=$219.37",2025-08-01 14:15:00+00:00
229.28,229.28,230.64,1.36,0.44,1.8,44.27,91.95,-44.27,91.95,207.7,MAX_PROFIT,1,4,BA,2025-08-18 14:30:00+00:00,0.91,24.6,229.72,231.93,-0.3871,29.1,"RSI=24.6, Close=$229.72 < KC_Lower=$231.93",2025-08-18 14:45:00+00:00
227.3,227.3,228.61,1.31,0.43,1.74,42.73,88.74,-42.73,88.74,207.7,MAX_PROFIT,5,7,BA,2025-09-05 14:00:00+00:00,0.88,22.2,227.19,228.97,-0.2485,22.0,"RSI=22.2, Close=$227.19 < KC_Lower=$228.97",2025-09-05 15:15:00+00:00
220.94,220.94,223.08,2.15,0.7,0.68,69.87,145.11,-69.87,-1.7,-2.4,BARS_STOP,10,8,BA,2025-09-11 19:30:00+00:00,1.43,22.5,220.79,223.78,-0.4426,30.0,"RSI=22.5, Close=$220.79 < KC_Lower=$223.78",2025-09-12 15:30:00+00:00
220.04,220.04,221.34,1.3,0.42,0.41,42.2,87.65,-42.2,-1.03,-2.4,BARS_STOP,10,8,BA,2025-10-09 14:30:00+00:00,0.87,25.0,220.04,222.1,-0.2855,33.5,"RSI=25.0, Close=$220.04 < KC_Lower=$222.10",2025-10-09 17:00:00+00:00
211.58,211.58,213.34,1.76,0.57,2.33,57.3,119.0,-57.3,119.0,207.7,MAX_PROFIT,1,7,BA,2025-10-10 15:30:00+00:00,1.18,23.1,211.91,214.23,-0.3212,33.6,"RSI=23.1, Close=$211.91 < KC_Lower=$214.23",2025-10-10 15:45:00+00:00
217.08,217.08,218.91,1.83,0.6,2.43,59.63,123.84,-59.63,123.84,207.7,MAX_PROFIT,1,9,BA,2025-10-29 14:15:00+00:00,1.22,19.2,216.93,219.61,-0.638,43.3,"RSI=19.2, Close=$216.93 < KC_Lower=$219.61",2025-10-29 14:30:00+00:00
212.59,212.59,215.07,2.48,0.8,3.28,80.48,167.15,-80.48,167.15,207.7,MAX_PROFIT,1,9,BA,2025-10-29 15:30:00+00:00,1.65,21.9,212.86,216.63,-0.4549,46.0,"RSI=21.9, Close=$212.86 < KC_Lower=$216.63",2025-10-29 15:45:00+00:00
205.8,205.8,208.32,2.52,0.82,0.8,81.77,169.82,-81.77,-1.99,-2.4,BARS_STOP,10,8,BA,2025-10-30 13:45:00+00:00,1.68,22.0,206.78,210.78,-0.3795,43.6,"RSI=22.0, Close=$206.78 < KC_Lower=$210.78",2025-10-30 16:15:00+00:00
203.11,203.11,205.23,2.12,0.69,2.27,68.79,142.86,-68.79,142.86,207.7,MAX_PROFIT,2,8,BA,2025-10-30 16:30:00+00:00,1.41,24.5,203.22,204.41,-0.4554,55.5,"RSI=24.5, Close=$203.22 < KC_Lower=$204.41",2025-10-30 17:00:00+00:00
201.26,201.26,202.8,1.54,0.5,1.59,50.14,104.13,-50.14,104.13,207.7,MAX_PROFIT,4,8,BA,2025-10-30 19:45:00+00:00,1.03,23.4,201.31,202.09,-0.258,53.6,"RSI=23.4, Close=$201.31 < KC_Lower=$202.09",2025-10-31 14:15:00+00:00
198.29,198.29,199.31,1.02,0.33,1.08,33.24,69.04,-33.24,69.04,207.7,MAX_PROFIT,3,3,BA,2025-11-04 18:15:00+00:00,0.68,24.0,198.29,199.42,-0.2377,43.9,"RSI=24.0, Close=$198.29 < KC_Lower=$199.42",2025-11-04 19:00:00+00:00
195.51,195.51,196.59,1.08,0.35,1.43,34.99,72.66,-34.99,72.66,207.7,MAX_PROFIT,1,9,BA,2025-11-05 16:15:00+00:00,0.72,23.8,195.4,196.59,-0.213,49.0,"RSI=23.8, Close=$195.40 < KC_Lower=$196.59",2025-11-05 16:30:00+00:00
201.32,201.32,202.38,1.06,0.35,0.32,34.55,71.77,-34.55,-2.29,-6.6,BARS_STOP,10,3,BA,2025-12-09 18:00:00+00:00,0.71,24.2,201.5,202.49,-0.201,26.2,"RSI=24.2, Close=$201.50 < KC_Lower=$202.49",2025-12-09 20:30:00+00:00
311.65,311.65,312.6,0.95,0.31,1.26,30.8,63.98,-30.8,63.98,207.7,MAX_PROFIT,1,7,ACN,2025-06-13 19:45:00+00:00,0.63,23.8,311.96,313.32,-0.2568,29.1,"RSI=23.8, Close=$311.96 < KC_Lower=$313.32",2025-06-16 13:30:00+00:00
285.19,285.19,290.26,5.07,1.65,4.89,164.69,342.06,-164.69,324.55,197.1,MAX_PROFIT,1,7,ACN,2025-06-20 14:15:00+00:00,3.38,16.7,285.48,296.15,-2.1309,56.7,"RSI=16.7, Close=$285.48 < KC_Lower=$296.15",2025-06-20 14:30:00+00:00
287.91,287.91,292.84,4.93,1.6,1.56,160.2,332.73,-160.2,-4.46,-2.8,BARS_STOP,10,7,ACN,2025-06-20 14:45:00+00:00,3.29,23.3,287.95,293.61,-1.5198,59.7,"RSI=23.3, Close=$287.95 < KC_Lower=$293.61",2025-06-20 17:15:00+00:00
284.07,284.07,286.93,2.86,0.93,2.81,92.86,192.86,-92.86,188.49,203.0,MAX_PROFIT,2,7,ACN,2025-06-20 18:00:00+00:00,1.9,23.1,284.0,285.15,-0.5857,71.9,"RSI=23.1, Close=$284.00 < KC_Lower=$285.15",2025-06-20 18:30:00+00:00
294.71,294.71,295.55,0.83,0.27,1.1,27.06,56.19,-27.06,56.19,207.7,MAX_PROFIT,1,9,ACN,2025-06-25 19:45:00+00:00,0.55,23.6,294.74,295.86,-0.2044,39.5,"RSI=23.6, Close=$294.74 < KC_Lower=$295.86",2025-06-26 13:30:00+00:00
293.72,293.72,294.78,1.06,0.35,1.3,34.55,71.76,-34.55,71.76,207.7,MAX_PROFIT,1,8,ACN,2025-06-26 13:45:00+00:00,0.71,19.9,293.88,295.06,-0.2424,39.7,"RSI=19.9, Close=$293.88 < KC_Lower=$295.06",2025-06-26 14:00:00+00:00
297.75,297.75,299.23,1.48,0.48,0.47,48.16,100.03,-48.16,-1.04,-2.2,BARS_STOP,10,9,ACN,2025-07-09 15:00:00+00:00,0.99,22.4,298.0,300.43,-0.3267,19.8,"RSI=22.4, Close=$298.00 < KC_Lower=$300.43",2025-07-09 17:30:00+00:00
286.75,286.75,288.91,2.16,0.7,2.33,70.22,145.83,-70.22,145.83,207.7,MAX_PROFIT,1,8,ACN,2025-07-10 13:45:00+00:00,1.44,16.6,287.32,293.54,-0.3199,35.2,"RSI=16.6, Close=$287.32 < KC_Lower=$293.54",2025-07-10 14:00:00+00:00
287.37,287.37,289.53,2.16,0.7,2.86,70.26,145.92,-70.26,145.92,207.7,MAX_PROFIT,1,8,ACN,2025-07-10 14:15:00+00:00,1.44,20.2,287.7,291.99,-0.835,40.0,"RSI=20.2, Close=$287.70 < KC_Lower=$291.99",2025-07-10 14:30:00+00:00
284.77,284.77,286.34,1.57,0.51,0.5,51.09,106.1,-51.09,-1.42,-2.8,BARS_STOP,10,7,ACN,2025-07-11 14:15:00+00:00,1.05,24.3,284.6,286.56,-0.3699,34.5,"RSI=24.3, Close=$284.60 < KC_Lower=$286.56",2025-07-11 16:45:00+00:00
278.24,278.24,279.59,1.35,0.44,1.68,44.0,91.39,-44.0,91.39,207.7,MAX_PROFIT,9,4,ACN,2025-07-14 13:45:00+00:00,0.9,21.1,278.24,279.95,-0.2121,51.2,"RSI=21.1, Close=$278.24 < KC_Lower=$279.95",2025-07-14 16:00:00+00:00
281.5,281.5,283.08,1.58,0.51,2.09,51.33,106.61,-51.33,106.61,207.7,MAX_PROFIT,1,8,ACN,2025-07-24 13:45:00+00:00,1.05,20.1,281.14,284.87,-0.31,20.6,"RSI=20.1, Close=$281.14 < KC_Lower=$284.87",2025-07-24 14:00:00+00:00
277.35,277.35,278.58,1.23,0.4,0.38,40.09,83.27,-40.09,-1.98,-4.9,BARS_STOP,10,4,ACN,2025-07-28 15:15:00+00:00,0.82,23.7,277.35,279.04,-0.3513,32.9,"RSI=23.7, Close=$277.35 < KC_Lower=$279.04",2025-07-28 17:45:00+00:00
273.19,273.19,274.09,0.9,0.29,1.19,29.12,60.48,-29.12,60.48,207.7,MAX_PROFIT,2,9,ACN,2025-07-30 19:15:00+00:00,0.6,21.5,273.21,274.7,-0.2536,30.3,"RSI=21.5, Close=$273.21 < KC_Lower=$274.70",2025-07-30 19:45:00+00:00
262.43,262.43,264.16,1.73,0.56,0.55,56.33,117.0,-56.33,-1.57,-2.8,BARS_STOP,10,7,ACN,2025-08-01 13:45:00+00:00,1.16,15.8,262.49,266.86,-0.3915,57.1,"RSI=15.8, Close=$262.49 < KC_Lower=$266.86",2025-08-01 16:15:00+00:00
388.02,388.02,392.28,4.26,1.38,5.41,138.35,287.35,-138.35,287.35,207.7,MAX_PROFIT,1,7,ADBE,2025-06-13 14:45:00+00:00,2.84,20.9,388.71,397.76,-1.8969,53.2,"RSI=20.9, Close=$388.71 < KC_Lower=$397.76",2025-06-13 15:00:00+00:00
377.24,377.24,380.35,3.11,1.01,0.99,100.92,209.61,-100.92,-2.18,-2.2,BARS_STOP,10,9,ADBE,2025-07-02 13:45:00+00:00,2.07,23.1,377.45,384.97,-0.3035,18.9,"RSI=23.1, Close=$377.45 < KC_Lower=$384.97",2025-07-02 16:15:00+00:00
365.81,365.81,368.01,2.2,0.71,2.91,71.35,148.19,-71.35,148.19,207.7,MAX_PROFIT,1,8,ADBE,2025-07-10 13:45:00+00:00,1.46,22.7,366.17,370.59,-0.3233,32.1,"RSI=22.7, Close=$366.17 < KC_Lower=$370.59",2025-07-10 14:00:00+00:00
362.64,362.64,363.91,1.27,0.41,1.68,41.35,85.88,-41.35,85.88,207.7,MAX_PROFIT,1,4,ADBE,2025-07-14 13:45:00+00:00,0.85,22.9,362.44,363.17,-0.218,55.5,"RSI=22.9, Close=$362.44 < KC_Lower=$363.17",2025-07-14 14:00:00+00:00
359.15,359.15,360.42,1.27,0.41,1.68,41.25,85.67,-41.25,85.67,207.7,MAX_PROFIT,1,9,ADBE,2025-07-16 14:15:00+00:00,0.85,20.7,359.53,362.53,-0.3212,21.0,"RSI=20.7, Close=$359.53 < KC_Lower=$362.53",2025-07-16 14:30:00+00:00
365.12,365.12,366.33,1.22,0.39,0.39,39.49,82.02,-39.49,-0.85,-2.2,BARS_STOP,10,9,ADBE,2025-07-30 19:30:00+00:00,0.81,21.1,365.12,367.21,-0.3034,31.0,"RSI=21.1, Close=$365.12 < KC_Lower=$367.21",2025-07-31 15:30:00+00:00
351.47,351.47,353.49,2.02,0.66,2.33,65.62,136.29,-65.62,136.29,207.7,MAX_PROFIT,9,7,ADBE,2025-08-01 14:00:00+00:00,1.35,23.6,351.74,354.94,-0.4291,41.9,"RSI=23.6, Close=$351.74 < KC_Lower=$354.94",2025-08-01 16:15:00+00:00
344.35,344.35,346.01,1.66,0.54,0.51,53.9,111.94,-53.9,-2.66,-4.9,BARS_STOP,10,4,ADBE,2025-08-04 15:30:00+00:00,1.11,23.9,344.85,346.49,-0.3232,38.1,"RSI=23.9, Close=$344.85 < KC_Lower=$346.49",2025-08-04 18:00:00+00:00
338.96,338.96,340.75,1.79,0.58,2.24,58.29,121.05,-58.29,121.05,207.7,MAX_PROFIT,1,4,ADBE,2025-08-04 18:15:00+00:00,1.2,23.0,339.29,341.09,-0.4035,45.2,"RSI=23.0, Close=$339.29 < KC_Lower=$341.09",2025-08-04 18:30:00+00:00
338.9,338.9,340.61,1.71,0.56,1.68,55.71,115.71,-55.71,112.73,202.3,MAX_PROFIT,1,4,ADBE,2025-08-04 19:45:00+00:00,1.14,24.7,338.96,339.43,-0.281,44.8,"RSI=24.7, Close=$338.96 < KC_Lower=$339.43",2025-08-05 13:30:00+00:00
338.55,338.55,340.37,1.82,0.59,2.29,59.27,123.1,-59.27,123.1,207.7,MAX_PROFIT,2,3,ADBE,2025-08-05 13:45:00+00:00,1.22,23.1,338.45,338.71,-0.2867,44.8,"RSI=23.1, Close=$338.45 < KC_Lower=$338.71",2025-08-05 14:15:00+00:00
348.06,348.06,349.9,1.84,0.6,2.44,59.77,124.14,-59.77,124.14,207.7,MAX_PROFIT,1,8,ADBE,2025-08-21 13:45:00+00:00,1.23,22.3,348.12,352.18,-0.3297,26.0,"RSI=22.3, Close=$348.12 < KC_Lower=$352.18",2025-08-21 14:00:00+00:00
358.78,358.78,360.02,1.24,0.4,0.38,40.18,83.46,-40.18,-2.66,-6.6,BARS_STOP,10,3,ADBE,2025-08-26 14:15:00+00:00,0.82,23.1,358.87,360.85,-0.2528,23.6,"RSI=23.1, Close=$358.87 < KC_Lower=$360.85",2025-08-26 16:45:00+00:00
348.77,348.77,350.67,1.9,0.62,0.58,61.79,128.34,-61.79,-4.1,-6.6,BARS_STOP,10,3,ADBE,2025-09-02 14:00:00+00:00,1.27,21.9,348.34,351.87,-0.3594,22.8,"RSI=21.9, Close=$348.34 < KC_Lower=$351.87",2025-09-02 16:30:00+00:00
343.28,343.28,345.12,1.84,0.6,1.94,59.88,124.37,-59.88,124.37,207.7,MAX_PROFIT,2,3,ADBE,2025-09-02 16:45:00+00:00,1.23,23.4,343.24,344.64,-0.4987,44.4,"RSI=23.4, Close=$343.24 < KC_Lower=$344.64",2025-09-02 17:15:00+00:00
350.91,350.91,353.58,2.67,0.87,0.85,86.68,180.03,-86.68,-1.87,-2.2,BARS_STOP,10,9,ADBE,2025-09-24 13:45:00+00:00,1.78,17.1,351.02,358.43,-0.4382,20.2,"RSI=17.1, Close=$351.02 < KC_Lower=$358.43",2025-09-24 16:15:00+00:00
